监测时间,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
2024-09-17 20:00:00,24.0,8.0,8.1,326.6,70.9,4.4,0.02,0.186,2.13
2024-09-18 00:00:00,24.3,8.0,7.9,334.7,70.9,4.4,0.02,0.186,2.13
2024-09-18 04:00:00,24.0,8.0,7.9,338.7,70.9,3.6,0.04,0.186,2.24
2024-09-18 08:00:00,23.2,8.0,8.0,335.7,70.9,3.2,0.06,0.186,2.37
2024-09-18 12:00:00,23.4,8.0,8.2,338.5,70.9,3.0,0.03,0.186,2.37
2024-09-18 16:00:00,24.6,8.0,8.0,358.9,70.9,3.1,0.04,0.186,2.68
2024-09-19 00:00:00,25.2,8.0,7.8,364.3,70.9,2.7,0.02,0.186,2.38
2024-09-19 08:00:00,23.6,8.0,7.8,355.0,70.9,2.6,0.05,0.205,2.61
2024-09-19 12:00:00,24.0,8.0,8.1,351.0,70.9,2.4,0.02,0.204,2.61
2024-09-20 08:00:00,23.0,8.0,8.0,352.0,70.9,2.1,0.04,0.154,2.57
2024-09-20 12:00:00,23.7,8.0,8.1,351.8,70.9,1.8,0.03,0.152,2.54
2024-09-20 16:00:00,24.9,8.0,8.0,340.7,70.9,1.5,0.03,0.144,2.46
2024-09-20 16:00:00,24.9,8.0,8.0,340.7,70.9,1.5,0.02,0.133,2.42
2024-09-21 00:00:00,24.6,8.0,7.8,378.9,70.9,1.6,0.02,0.132,2.43
2024-09-21 04:00:00,24.0,8.0,7.7,361.8,70.9,1.6,0.03,0.143,2.7
2024-09-21 08:00:00,23.2,8.0,7.8,356.0,70.9,1.8,0.09,0.151,2.72
2024-09-21 12:00:00,23.8,8.0,8.2,351.3,70.9,1.8,0.07,0.134,2.65
2024-09-21 16:00:00,24.8,8.0,8.1,338.4,70.9,1.5,0.02,0.128,2.61
2024-09-21 20:00:00,24.8,8.0,7.8,342.1,70.9,1.4,0.02,0.123,2.38
2024-09-22 00:00:00,24.8,8.0,7.8,368.6,70.9,1.5,0.02,0.129,2.51
2024-09-22 04:00:00,24.3,8.0,7.8,355.0,70.9,1.5,0.03,0.131,2.66
2024-09-22 08:00:00,23.5,8.0,7.7,360.8,70.9,1.6,0.03,0.126,2.59
2024-09-22 12:00:00,24.0,8.0,8.1,357.9,70.9,1.5,0.08,0.134,2.64
2024-09-22 16:00:00,25.0,8.0,8.0,359.2,70.9,1.3,0.02,0.12,2.57
2024-09-22 20:00:00,24.8,8.0,7.8,358.6,70.9,1.3,0.02,0.113,2.53
2024-09-23 00:00:00,24.5,8.0,7.8,359.7,70.9,1.2,0.03,0.11,2.56
2024-09-23 04:00:00,24.1,8.0,7.9,361.3,70.9,1.3,0.02,0.113,2.54
2024-09-23 08:00:00,23.6,8.0,7.9,360.1,70.9,1.4,0.03,0.116,2.58
2024-09-23 12:00:00,23.5,8.0,8.1,359.9,70.7,1.2,0.03,0.113,2.53
2024-09-23 16:00:00,24.5,8.0,8.2,359.9,73.8,1.0,0.03,0.113,2.48
2024-09-23 20:00:00,24.3,8.0,7.9,364.6,73.8,1.1,0.03,0.113,2.49
2024-09-24 00:00:00,23.7,8.0,7.8,366.9,73.4,1.0,0.03,0.113,2.55
2024-09-24 04:00:00,23.4,8.0,7.8,370.6,67.4,1.0,0.02,0.113,2.55
2024-09-24 08:00:00,23.0,8.0,7.7,373.7,65.1,1.3,0.04,0.113,2.67
2024-09-24 12:00:00,23.4,8.0,8.0,384.8,61.2,1.2,0.09,0.141,2.69
2024-09-24 16:00:00,24.1,8.0,8.1,377.6,63.1,1.4,0.02,0.116,2.71
2024-09-24 20:00:00,23.8,8.0,7.9,379.6,63.1,1.2,0.02,0.121,2.77
2024-09-25 00:00:00,23.6,8.0,7.8,374.9,58.9,1.2,0.03,0.12,2.76
2024-09-25 04:00:00,23.4,8.0,7.8,382.4,59.4,1.1,0.02,0.115,2.73
2024-09-25 08:00:00,23.1,8.0,7.8,383.8,63.4,1.3,0.03,0.118,2.87
2024-09-25 12:00:00,23.7,8.0,8.1,383.4,44.1,1.2,0.05,0.118,2.9
2024-09-25 16:00:00,24.3,8.0,8.2,370.0,52.1,1.5,0.02,0.112,2.84
2024-09-25 20:00:00,24.4,8.0,7.9,379.2,54.5,1.2,0.02,0.099,2.73
2024-09-26 00:00:00,24.3,8.0,7.7,389.5,59.1,1.2,0.02,0.104,2.84
2024-09-26 04:00:00,24.1,8.0,7.6,383.4,43.9,1.1,0.02,0.109,2.96
2024-09-26 08:00:00,23.8,8.0,7.7,386.6,40.4,1.4,0.03,0.105,2.95
2024-09-26 12:00:00,24.4,8.0,8.1,385.7,40.9,1.2,0.03,0.105,2.92
2024-09-27 08:00:00,24.6,8.0,7.6,381.8,62.3,1.4,0.02,0.109,2.94
2024-09-27 12:00:00,24.9,8.0,7.9,406.0,47.8,1.2,0.02,0.106,2.85
2024-09-27 16:00:00,26.2,8.0,8.1,400.4,38.7,1.3,0.02,0.11,2.94
2024-10-10 04:00:00,19.5,8.0,8.5,364.4,40.4,1.0,0.03,0.105,3.15
2024-10-10 08:00:00,19.2,8.0,8.6,369.2,50.1,1.0,0.02,0.097,2.88
2024-10-10 12:00:00,19.6,8.0,8.9,369.5,39.9,1.0,0.02,0.097,2.88
2024-10-10 16:00:00,20.4,8.0,8.9,374.1,36.1,0.9,0.03,0.096,2.87
2024-10-10 20:00:00,20.5,8.0,8.6,377.4,36.2,0.9,0.02,0.092,2.81
2024-10-10 20:00:00,20.5,8.0,8.6,377.4,36.2,0.9,0.03,0.095,2.89
2024-10-11 04:00:00,20.2,8.0,8.3,379.9,42.1,0.9,0.02,0.094,2.88
2024-10-11 08:00:00,20.1,8.0,8.2,388.4,42.3,1.1,0.02,0.094,2.82
2024-10-11 12:00:00,20.0,8.0,8.5,381.8,25.0,0.9,0.02,0.093,2.89
2024-10-11 16:00:00,19.7,8.0,8.8,353.5,38.4,1.0,0.02,0.09,2.84
2024-10-11 20:00:00,19.6,8.0,8.6,365.4,54.0,0.9,0.02,0.085,2.57
2024-10-12 04:00:00,19.4,8.0,8.3,391.4,35.4,1.0,0.03,0.113,3.19
2024-10-12 08:00:00,19.2,8.0,8.1,390.8,31.4,1.2,0.03,0.11,3.09
2024-10-12 16:00:00,19.7,8.0,8.6,392.4,32.1,1.0,0.04,0.108,3.1
2024-10-12 20:00:00,19.6,8.0,8.5,378.8,27.1,1.1,0.04,0.112,3.11
2024-10-13 00:00:00,19.4,8.0,8.4,377.6,30.2,1.0,0.04,0.113,3.16
2024-10-13 04:00:00,19.2,8.0,8.5,378.2,31.7,1.3,0.03,0.109,3.03
2024-10-13 12:00:00,19.8,8.0,8.7,389.6,25.3,1.3,0.03,0.12,3.16
2024-10-13 16:00:00,20.2,8.0,8.7,392.3,27.1,1.2,0.04,0.119,3.12
2024-10-14 00:00:00,20.1,8.0,8.2,393.6,27.6,1.2,0.03,0.12,3.18
2024-10-14 04:00:00,20.1,8.0,8.3,383.4,32.5,1.3,0.03,0.113,3.03
2024-10-14 12:00:00,20.5,8.0,8.7,398.8,34.3,1.2,0.02,0.113,3.1
2024-10-14 16:00:00,20.9,8.0,8.6,401.9,26.7,1.2,0.02,0.111,3.06
2024-10-17 08:00:00,19.3,8.0,7.9,369.7,54.8,1.8,0.02,0.142,2.97
2024-10-17 08:00:00,19.3,8.0,7.9,369.7,54.8,1.8,0.02,0.142,2.97
2024-10-17 08:00:00,19.3,8.0,7.9,369.7,54.8,1.8,0.02,0.142,2.97
2024-10-17 08:00:00,19.3,8.0,7.9,369.7,54.8,1.8,0.02,0.142,2.97
2024-10-17 08:00:00,19.3,8.0,7.9,369.7,54.8,1.8,0.02,0.142,2.97
2024-10-17 08:00:00,19.3,8.0,7.9,369.7,54.8,1.8,0.02,0.142,2.97
2024-10-17 08:00:00,19.3,8.0,7.9,369.7,54.8,1.8,0.02,0.142,2.97
2024-10-17 08:00:00,19.3,8.0,7.9,369.7,54.8,1.8,0.02,0.142,2.97
2024-10-17 08:00:00,19.3,8.0,7.9,369.7,54.8,1.8,0.02,0.142,2.97
2024-10-17 08:00:00,19.3,8.0,7.9,369.7,54.8,1.8,0.02,0.142,2.97
2024-10-27 04:00:00,19.0,8.0,8.3,525.8,18.5,1.6,0.06,0.142,2.97
2024-10-27 08:00:00,18.4,8.0,8.6,501.3,13.6,1.2,0.06,0.142,3.94
2024-10-27 08:00:00,18.4,8.0,8.6,501.3,13.6,1.2,0.06,0.142,3.94
2024-10-28 08:00:00,19.1,8.0,8.5,477.8,9.1,1.6,0.06,0.122,3.54
2024-10-28 12:00:00,19.6,8.0,9.4,473.4,9.1,1.4,0.06,0.124,3.49
2024-10-28 16:00:00,21.2,8.0,9.7,484.4,9.2,1.8,0.04,0.125,3.57
2024-10-28 20:00:00,20.5,8.0,8.9,488.9,12.6,1.5,0.04,0.121,3.16
2024-10-29 00:00:00,20.1,8.0,8.5,466.6,14.2,1.4,0.07,0.132,3.34
2024-10-29 04:00:00,19.6,8.0,8.3,487.0,11.9,1.6,0.05,0.134,3.67
2024-10-29 08:00:00,19.5,8.0,8.4,482.0,9.5,1.2,0.04,0.125,3.46
2024-10-29 12:00:00,19.2,8.0,9.2,496.3,11.2,1.7,0.06,0.143,3.63
2024-10-29 16:00:00,19.1,8.0,9.1,522.1,11.4,1.6,0.07,0.145,3.62
2024-10-29 20:00:00,18.8,8.0,8.7,495.1,49.9,1.8,0.11,0.212,3.21
2024-10-30 00:00:00,18.7,8.0,8.6,465.8,29.4,1.2,0.1,0.171,3.22
2024-10-30 04:00:00,18.6,8.0,8.4,527.7,17.6,1.9,0.09,0.157,3.81
2024-10-30 04:00:00,18.6,8.0,8.4,527.7,17.6,1.9,0.09,0.157,3.81
2024-10-30 08:00:00,18.4,8.0,8.5,501.9,12.6,1.6,0.07,0.132,3.62
2024-10-30 08:00:00,18.4,8.0,8.5,501.9,12.6,1.6,0.07,0.132,3.62
2024-10-30 16:00:00,19.5,8.0,9.5,538.8,10.4,1.5,0.06,0.13,3.61
2024-10-30 20:00:00,19.2,8.0,8.9,543.2,12.0,1.4,0.07,0.13,3.42
2024-10-31 00:00:00,19.2,8.0,8.5,489.6,11.2,1.6,0.08,0.131,3.55
2024-10-31 04:00:00,19.0,8.0,8.2,538.9,11.8,1.9,0.08,0.15,4.1
2024-10-31 08:00:00,18.7,8.0,8.3,530.1,9.6,1.5,0.06,0.132,3.95
2024-10-31 08:00:00,18.7,8.0,8.3,530.1,9.6,1.5,0.06,0.132,3.95
2024-10-31 16:00:00,19.6,8.0,9.6,549.3,8.0,1.2,0.07,0.14,3.87
2024-10-31 20:00:00,19.4,8.0,9.0,523.7,11.4,1.3,0.05,0.134,3.52
2024-11-01 00:00:00,19.3,8.0,8.6,493.0,11.0,1.7,0.08,0.14,3.75
2024-11-01 04:00:00,19.0,8.0,8.4,541.2,11.8,1.9,0.07,0.152,4.07
2024-11-01 08:00:00,18.9,8.0,8.4,537.4,9.5,1.7,0.05,0.134,4.07
2024-11-02 00:00:00,20.4,8.0,8.5,519.2,9.2,1.1,0.05,0.137,3.93
2024-11-02 08:00:00,19.3,8.0,8.3,523.5,7.7,1.4,0.02,0.126,4.15
2024-11-02 12:00:00,20.0,8.0,9.3,538.3,8.8,1.4,0.05,0.139,4.13
2024-11-04 08:00:00,19.0,8.0,8.9,464.8,24.9,1.8,0.05,0.17,3.8
2024-11-04 12:00:00,19.4,8.0,9.6,478.2,25.0,1.7,0.05,0.175,3.69
2024-11-04 20:00:00,20.3,8.0,9.2,528.6,15.3,1.8,0.04,0.163,3.68
2024-11-04 20:00:00,20.3,8.0,9.2,528.6,15.3,1.8,0.04,0.163,3.68
2024-11-05 08:00:00,18.6,8.0,8.5,568.7,8.0,1.7,0.03,0.152,4.29
2024-11-05 12:00:00,19.5,8.0,9.7,561.9,8.3,1.8,0.02,0.143,4.29
2024-11-05 16:00:00,21.1,8.0,10.2,577.5,3.2,1.5,0.03,0.144,4.19
2024-11-05 20:00:00,20.9,8.0,9.3,534.7,3.3,1.3,0.02,0.132,3.9
2024-11-06 00:00:00,20.1,8.0,8.8,532.4,3.3,1.6,0.03,0.143,3.92
2024-11-06 08:00:00,19.1,8.0,8.6,565.6,3.4,1.2,0.02,0.14,4.04
2024-11-06 12:00:00,19.4,8.0,9.5,569.8,3.4,1.7,0.02,0.134,4.38
2024-11-06 16:00:00,20.0,8.0,10.0,624.7,3.5,1.4,0.04,0.172,4.0
2024-11-06 20:00:00,19.8,8.0,9.4,589.1,3.5,1.3,0.03,0.143,3.93
2024-11-07 00:00:00,19.4,8.0,8.9,582.4,3.4,1.3,0.03,0.15,4.03
2024-11-07 04:00:00,18.8,8.0,8.5,596.8,3.5,1.4,0.02,0.147,4.16
2024-11-07 04:00:00,18.8,8.0,8.5,596.8,3.5,1.4,0.02,0.147,4.16
2024-11-07 08:00:00,18.7,8.0,8.5,575.6,9.0,1.5,0.02,0.148,4.31
2024-11-07 12:00:00,19.1,8.0,9.8,550.3,7.6,1.4,0.03,0.137,4.06
2024-11-07 16:00:00,20.0,8.0,10.4,565.0,6.9,1.7,0.03,0.143,4.07
2024-11-07 20:00:00,19.6,8.0,9.6,555.3,7.6,1.4,0.02,0.131,3.77
2024-11-08 00:00:00,19.2,8.0,9.0,560.2,8.2,1.6,0.04,0.145,4.03
2024-11-08 04:00:00,18.8,8.0,8.6,541.3,10.3,1.6,0.03,0.136,3.96
2024-11-08 08:00:00,18.6,8.0,8.6,541.1,8.2,1.4,0.02,0.124,3.72
2024-11-12 12:00:00,18.0,8.0,9.3,544.6,9.3,1.8,0.1,0.173,3.93
2024-11-12 16:00:00,18.3,8.0,9.5,561.2,10.1,1.6,0.05,0.169,3.76
2024-11-12 20:00:00,18.2,8.0,9.3,543.1,11.5,1.8,0.06,0.162,3.49
2024-11-12 20:00:00,18.2,8.0,9.3,543.1,11.5,1.8,0.06,0.162,3.49
2024-11-13 12:00:00,18.7,8.0,9.7,527.3,10.9,1.9,0.05,0.169,3.63
2024-11-13 20:00:00,19.2,8.0,9.3,539.3,26.6,1.7,0.06,0.172,3.58
2024-11-14 00:00:00,18.6,8.0,8.8,548.6,10.2,1.7,0.05,0.164,3.58
2024-11-14 08:00:00,17.8,8.0,8.4,533.4,9.9,2.0,0.06,0.165,3.77
2024-11-14 12:00:00,18.3,8.0,9.5,525.6,10.4,1.9,0.06,0.161,3.58
2024-11-14 16:00:00,19.4,8.0,10.1,549.8,9.0,1.8,0.04,0.164,3.65
2024-11-14 20:00:00,19.2,8.0,9.4,540.7,9.8,1.8,0.04,0.15,3.48
2024-11-15 00:00:00,18.9,8.0,8.8,548.0,8.0,1.3,0.04,0.151,3.55
2024-11-15 04:00:00,18.8,8.0,8.4,559.7,9.7,1.8,0.04,0.167,3.7
2024-11-15 12:00:00,18.6,8.0,9.1,524.8,8.7,1.4,0.04,0.164,3.59
2024-11-15 16:00:00,19.0,8.0,9.7,531.4,9.3,1.5,0.04,0.155,3.51
2024-11-16 00:00:00,18.5,8.0,8.9,547.8,9.4,1.8,0.05,0.156,3.38
2024-11-16 04:00:00,18.4,8.0,8.5,560.8,9.4,1.7,0.06,0.175,3.72
2024-11-16 08:00:00,18.2,8.0,8.8,527.5,8.8,1.6,0.05,0.158,3.52
2024-11-16 12:00:00,18.1,8.0,9.5,517.0,8.4,1.7,0.07,0.166,3.51
2024-11-16 16:00:00,18.4,8.0,10.1,517.6,8.2,1.6,0.08,0.167,3.5
2024-11-16 20:00:00,17.9,8.0,9.4,524.4,9.3,1.4,0.15,0.156,3.38
2024-11-17 00:00:00,17.4,8.0,9.0,550.2,7.8,1.5,0.15,0.16,3.62
2024-11-17 04:00:00,17.2,8.0,8.8,551.2,9.3,1.8,0.17,0.171,3.72
2024-11-17 16:00:00,16.8,8.0,9.7,552.1,9.6,1.9,0.12,0.188,3.61
2024-11-17 20:00:00,16.1,8.0,9.3,570.9,9.6,1.7,0.09,0.163,3.41
2024-11-18 04:00:00,15.4,8.0,9.0,585.7,8.1,1.7,0.1,0.165,3.6
2024-11-18 12:00:00,15.2,8.0,10.0,555.9,8.5,1.6,0.09,0.172,3.6
2024-11-18 16:00:00,15.6,8.0,10.5,564.9,11.5,1.7,0.1,0.175,3.62
2024-11-19 00:00:00,15.2,8.0,9.5,542.3,8.4,1.6,0.09,0.165,3.68
2024-11-19 00:00:00,15.2,8.0,9.5,542.3,8.4,1.6,0.09,0.165,3.68
2024-11-19 16:00:00,15.0,8.0,10.0,550.9,11.6,2.8,0.09,0.163,3.63
2024-11-19 20:00:00,14.7,8.0,9.9,550.8,11.7,1.5,0.13,0.148,3.54
2024-11-20 00:00:00,14.6,8.0,9.6,565.1,9.3,1.5,0.09,0.151,3.73
2024-11-20 12:00:00,14.8,8.0,9.8,600.8,11.0,2.3,0.09,0.181,4.02
2024-11-20 20:00:00,16.1,8.0,9.6,570.3,13.1,2.4,0.1,0.15,3.3
2024-11-21 04:00:00,15.5,8.0,9.0,583.9,15.4,2.1,0.07,0.154,3.57
2024-11-21 08:00:00,15.3,8.0,8.4,592.7,14.0,2.2,0.07,0.183,3.87
2024-11-21 12:00:00,15.6,8.0,8.8,585.7,16.4,2.2,0.07,0.196,4.07
2024-11-21 12:00:00,15.6,8.0,8.8,585.7,16.4,2.2,0.07,0.196,4.07
2024-11-21 12:00:00,15.6,8.0,8.8,585.7,16.4,2.2,0.07,0.196,4.07
2024-11-21 12:00:00,15.6,8.0,8.8,585.7,16.4,2.2,0.07,0.196,4.07
2024-11-22 12:00:00,16.0,8.0,9.0,578.3,12.3,2.0,0.07,0.175,3.96
2024-11-22 16:00:00,16.5,8.0,10.0,607.2,15.5,1.7,0.12,0.164,3.72
2024-11-22 20:00:00,16.4,8.0,9.5,610.9,47.7,3.1,0.12,0.164,3.73
2024-11-23 00:00:00,16.0,8.0,9.3,624.8,13.1,1.6,0.12,0.164,4.01
2024-11-23 04:00:00,15.7,8.0,8.9,614.8,12.0,1.8,0.11,0.157,4.03
2024-11-23 08:00:00,15.6,8.0,8.4,614.4,11.9,1.7,0.11,0.194,4.25
2024-11-23 12:00:00,16.0,8.0,9.0,600.8,13.2,2.0,0.11,0.194,4.23
2024-11-23 20:00:00,16.0,8.0,9.4,595.8,26.5,1.8,0.11,0.205,3.71
2024-11-24 00:00:00,15.7,8.0,9.3,615.6,12.8,1.6,0.09,0.156,3.93
2024-11-24 04:00:00,15.6,8.0,9.0,631.0,11.6,1.8,0.11,0.156,4.01
2024-11-24 08:00:00,15.6,8.0,8.2,602.6,17.6,2.0,0.11,0.213,4.34
2024-11-24 12:00:00,15.6,8.0,8.6,553.2,23.3,2.4,0.11,0.216,3.52
2024-11-24 16:00:00,15.4,8.0,9.7,478.9,60.7,2.4,0.16,0.216,3.54
2024-11-24 20:00:00,15.2,8.0,9.4,520.3,60.7,3.6,0.16,0.216,4.05
2024-11-25 00:00:00,14.8,8.0,9.4,597.4,40.7,1.9,0.16,0.216,4.11
2024-11-25 16:00:00,14.8,8.0,10.0,661.0,26.4,2.1,0.16,0.216,4.31
2024-11-25 20:00:00,14.4,8.0,9.8,671.6,22.5,1.7,0.16,0.194,4.08
2024-11-26 00:00:00,13.9,8.0,9.9,649.1,14.2,1.6,0.11,0.173,4.07
2024-11-26 04:00:00,13.5,8.0,9.8,619.2,18.8,1.7,0.14,0.175,4.3
2024-11-26 08:00:00,13.6,8.0,9.7,613.5,27.8,2.0,0.16,0.214,4.38
2024-11-26 12:00:00,13.7,8.0,9.1,621.9,22.2,2.7,0.16,0.214,4.86
2024-11-26 12:00:00,13.7,8.0,9.1,621.9,22.2,2.7,0.16,0.214,4.86
2024-11-26 20:00:00,13.3,9.0,10.6,704.7,21.3,1.1,0.08,0.185,4.0
2024-11-27 00:00:00,13.2,8.0,10.4,721.8,19.0,1.3,0.08,0.191,3.87
2024-11-27 08:00:00,12.8,8.0,10.3,703.4,23.0,1.1,0.06,0.165,3.79
2024-11-27 12:00:00,13.4,8.0,11.2,693.2,19.6,1.1,0.09,0.174,3.52
2024-11-27 16:00:00,14.2,8.0,11.5,732.8,17.1,0.7,0.06,0.165,3.82
2024-11-27 20:00:00,13.6,8.0,10.8,710.8,16.0,0.9,0.05,0.153,3.81
2024-11-28 00:00:00,13.1,8.0,10.4,715.0,14.9,1.0,0.05,0.151,3.81
2024-11-28 12:00:00,13.6,8.0,11.3,706.6,25.6,1.2,0.11,0.189,3.86
2024-11-28 16:00:00,14.8,9.0,11.7,750.6,15.0,0.7,0.05,0.152,3.84
2024-11-28 20:00:00,14.0,9.0,10.7,727.1,14.0,0.5,0.04,0.145,3.85
2024-11-29 00:00:00,13.3,8.0,10.4,740.4,10.1,0.8,0.03,0.136,3.76
2024-11-29 08:00:00,12.8,9.0,10.2,731.2,15.8,0.9,0.04,0.148,3.77
2024-11-29 12:00:00,13.2,9.0,10.9,748.1,27.0,1.0,0.12,0.172,3.77
2024-11-29 16:00:00,14.6,9.0,11.7,737.6,16.0,0.9,0.06,0.143,3.54
2024-11-29 20:00:00,13.8,9.0,10.7,704.8,14.0,0.7,0.05,0.134,3.52
2024-11-30 08:00:00,12.8,8.0,10.0,721.9,13.7,0.9,0.05,0.124,3.56
2024-11-30 12:00:00,13.5,8.0,11.4,709.6,14.6,1.2,0.08,0.138,3.57
2024-11-30 16:00:00,14.8,9.0,12.0,726.1,12.2,1.2,0.04,0.128,3.49
2024-12-01 00:00:00,13.6,9.0,10.2,696.8,10.1,0.6,0.03,0.117,3.5
2024-12-01 04:00:00,13.6,9.0,10.0,713.8,11.2,0.8,0.03,0.121,3.62
2024-12-01 08:00:00,13.6,8.0,9.0,726.9,52.6,1.0,0.11,0.097,4.8
2024-12-01 12:00:00,14.2,9.0,11.4,695.8,13.9,1.2,0.06,0.119,3.54
2024-12-01 16:00:00,15.4,9.0,12.1,709.2,9.4,1.3,0.04,0.11,3.44
2024-12-02 00:00:00,14.1,9.0,10.1,743.2,7.7,0.9,0.03,0.104,3.43
2024-12-02 20:00:00,14.0,8.0,10.5,715.8,8.3,0.8,0.05,0.108,3.6
2024-12-03 00:00:00,13.8,8.0,10.1,721.5,7.0,1.0,0.05,0.106,3.59
2024-12-03 08:00:00,13.8,8.0,9.2,690.2,8.8,1.4,0.05,0.13,3.94
2024-12-03 12:00:00,14.1,9.0,11.0,686.4,8.4,1.4,0.05,0.13,3.94
2024-12-03 16:00:00,14.9,9.0,11.8,709.4,7.9,1.3,0.05,0.119,3.78
2024-12-03 20:00:00,14.4,9.0,10.1,695.4,6.8,0.9,0.05,0.116,3.79
2024-12-04 00:00:00,14.0,9.0,9.7,722.2,6.5,1.2,0.03,0.116,3.55
2024-12-04 04:00:00,13.8,9.0,9.4,721.3,7.2,0.9,0.03,0.111,3.73
2024-12-04 08:00:00,14.0,8.0,9.1,734.3,9.4,1.0,0.08,0.122,3.81
2024-12-04 16:00:00,14.4,9.0,11.5,715.6,8.8,1.2,0.06,0.117,3.72
2024-12-04 20:00:00,14.3,9.0,10.1,670.9,9.1,1.2,0.07,0.126,3.84
2024-12-05 00:00:00,14.1,9.0,9.6,687.4,7.8,1.0,0.05,0.13,3.91
2024-12-05 04:00:00,13.8,8.0,9.5,680.2,8.1,1.1,0.05,0.12,3.89
2024-12-05 08:00:00,13.8,8.0,9.1,683.7,10.0,1.2,0.14,0.126,3.88
2024-12-05 20:00:00,14.3,9.0,10.1,627.6,7.8,1.2,0.07,0.12,3.76
2024-12-06 00:00:00,13.9,9.0,9.8,674.6,6.5,1.3,0.03,0.107,3.54
2024-12-06 04:00:00,13.6,8.0,9.5,691.6,7.6,1.0,0.03,0.111,3.66
2024-12-06 12:00:00,13.6,9.0,10.4,696.9,12.6,1.3,0.05,0.124,3.58
2024-12-07 12:00:00,13.2,9.0,10.5,669.4,11.9,1.2,0.11,0.135,4.94
2024-12-08 00:00:00,12.6,9.0,10.0,675.5,7.0,1.3,0.04,0.116,3.49
2024-12-09 08:00:00,11.7,8.0,9.8,638.5,12.2,1.4,0.04,0.166,3.67
2024-12-09 16:00:00,11.8,8.0,10.7,689.0,12.5,1.2,0.06,0.14,3.71
2024-12-11 00:00:00,11.9,8.0,10.3,667.4,14.5,1.1,0.05,0.149,3.45
2024-12-14 00:00:00,11.0,8.0,10.7,694.1,9.0,1.0,0.04,0.127,3.54
2024-12-14 12:00:00,11.6,8.0,11.9,660.2,9.1,1.4,0.15,0.141,3.73
2024-12-16 00:00:00,11.0,8.0,10.6,658.0,7.8,1.0,0.03,0.124,3.51
2024-12-18 20:00:00,10.6,8.0,11.3,651.3,7.4,0.7,0.03,0.118,3.36
2024-12-19 00:00:00,10.5,8.0,10.8,655.3,5.6,1.0,0.03,0.123,3.5
2024-12-20 20:00:00,11.6,9.0,11.0,626.9,8.1,1.0,0.05,0.13,3.31
2024-12-21 00:00:00,11.3,8.0,10.5,613.7,10.8,1.3,0.04,0.135,3.38
