监测时间,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
2024-10-24 20:00:00,22.5,8.0,7.2,473.1,11.7,2.5,0.02,0.091,1.66
2024-10-25 04:00:00,22.1,8.0,5.4,486.8,12.7,2.5,0.02,0.097,1.85
2024-10-25 16:00:00,23.4,8.0,6.3,309.7,13.3,2.4,0.02,0.042,0.82
2024-10-25 20:00:00,23.2,8.0,6.1,301.2,13.6,2.2,0.02,0.038,0.82
2024-10-25 20:00:00,23.2,8.0,6.1,301.2,13.6,2.1,0.02,0.038,0.82
2024-10-26 04:00:00,22.9,8.0,5.9,319.3,18.6,2.7,0.02,0.048,0.97
2024-10-26 08:00:00,22.8,8.0,5.8,299.6,13.9,2.2,0.02,0.038,0.88
2024-10-26 12:00:00,23.0,8.0,6.3,311.5,13.5,2.1,0.02,0.043,0.9
2024-10-26 16:00:00,23.1,8.0,7.1,305.8,11.7,2.2,0.02,0.04,0.89
2024-10-26 20:00:00,22.3,8.0,7.1,466.9,12.0,2.4,0.02,0.079,1.73
2024-10-26 20:00:00,22.3,8.0,7.1,466.9,12.0,2.5,0.02,0.079,1.73
2024-10-27 04:00:00,22.4,8.0,6.0,333.6,11.4,2.7,0.02,0.048,1.03
2024-10-27 08:00:00,22.2,8.0,6.0,329.3,12.4,2.1,0.02,0.045,1.04
2024-10-27 12:00:00,23.0,8.0,6.7,351.7,10.7,2.1,0.02,0.053,1.11
2024-10-28 08:00:00,21.7,8.0,6.4,415.0,10.5,2.4,0.02,0.064,1.41
2024-10-28 12:00:00,22.5,8.0,7.3,418.3,9.7,2.4,0.02,0.069,1.46
2024-10-28 16:00:00,23.2,8.0,7.0,317.3,10.3,2.1,0.02,0.043,0.87
2024-10-28 20:00:00,22.8,8.0,7.1,329.5,10.1,2.3,0.02,0.041,1.02
2024-10-29 00:00:00,22.1,8.0,8.1,479.7,10.7,2.9,0.02,0.079,1.92
2024-10-29 04:00:00,21.8,8.0,7.2,482.9,10.1,2.5,0.02,0.081,1.86
2024-10-29 08:00:00,21.6,8.0,6.9,431.9,9.4,2.3,0.02,0.066,1.57
2024-10-29 12:00:00,22.5,8.0,7.6,409.2,10.2,2.1,0.02,0.064,1.36
2024-10-29 16:00:00,22.8,8.0,7.8,355.2,9.5,2.3,0.02,0.052,1.12
2024-10-29 20:00:00,22.3,8.0,8.5,467.1,11.2,2.4,0.02,0.074,1.75
2024-10-30 00:00:00,22.1,8.0,7.6,474.5,10.6,2.6,0.02,0.078,1.82
2024-10-30 04:00:00,22.2,8.0,6.6,358.4,9.6,1.9,0.02,0.052,1.21
2024-10-30 08:00:00,22.1,8.0,6.6,366.4,9.6,1.9,0.02,0.052,1.21
2024-10-30 12:00:00,22.1,8.0,6.8,364.4,9.1,2.5,0.02,0.05,1.17
2024-10-30 16:00:00,22.2,8.0,7.0,348.6,9.0,2.1,0.02,0.053,1.32
2024-10-30 20:00:00,21.9,8.0,7.2,450.1,10.1,2.0,0.02,0.05,1.1
2024-10-30 20:00:00,21.9,8.0,7.2,450.1,10.1,2.5,0.02,0.073,1.71
2024-10-31 04:00:00,21.9,8.0,6.3,455.5,9.4,2.5,0.02,0.079,1.77
2024-10-31 08:00:00,21.7,8.0,6.3,378.9,9.0,2.5,0.02,0.077,1.82
2024-10-31 12:00:00,21.7,8.0,6.3,400.0,9.5,1.9,0.03,0.061,1.44
2024-10-31 16:00:00,21.9,8.0,6.6,384.1,8.7,2.2,0.02,0.059,1.35
2024-10-31 20:00:00,21.6,8.0,6.7,464.9,10.2,2.1,0.02,0.077,1.88
2024-10-31 20:00:00,21.6,8.0,6.7,464.9,10.2,2.1,0.02,0.077,1.88
2024-11-01 04:00:00,21.7,8.0,6.1,372.9,9.7,2.1,0.02,0.057,1.18
2024-11-01 08:00:00,21.6,8.0,6.0,369.3,9.6,2.1,0.02,0.057,1.18
2024-11-01 12:00:00,21.6,8.0,6.1,354.7,9.3,2.1,0.02,0.054,1.32
2024-11-02 04:00:00,21.4,8.0,5.8,370.8,10.3,2.1,0.03,0.081,1.82
2024-11-02 12:00:00,21.6,8.0,6.2,399.2,9.6,2.1,0.03,0.063,1.48
2024-11-02 16:00:00,22.2,8.0,6.4,329.3,10.2,2.3,0.02,0.066,1.46
2024-11-04 12:00:00,21.4,8.0,5.9,367.6,11.3,2.1,0.02,0.044,0.91
2024-11-04 16:00:00,21.6,8.0,6.5,333.5,10.3,2.3,0.02,0.054,1.16
2024-11-04 20:00:00,21.0,8.0,6.0,458.4,10.1,2.2,0.02,0.076,1.82
2024-11-05 00:00:00,20.9,8.0,5.6,439.2,10.0,2.2,0.02,0.076,1.82
2024-11-05 12:00:00,21.5,8.0,6.1,350.7,10.7,2.3,0.02,0.051,1.2
2024-11-05 16:00:00,21.7,8.0,6.4,317.5,10.5,2.1,0.02,0.044,1.02
2024-11-05 20:00:00,21.0,8.0,6.0,452.1,10.3,2.2,0.02,0.072,1.83
2024-11-05 20:00:00,21.0,8.0,6.0,452.1,10.3,2.5,0.02,0.072,1.83
2024-11-06 04:00:00,20.9,8.0,5.9,375.2,10.0,2.1,0.02,0.058,1.36
2024-11-06 08:00:00,20.9,8.0,5.9,333.0,10.7,2.1,0.02,0.058,1.36
2024-11-06 12:00:00,21.1,8.0,6.1,343.9,10.4,2.4,0.02,0.05,1.12
2024-11-06 16:00:00,21.5,8.0,6.7,341.4,9.5,2.7,0.02,0.051,1.22
2024-11-06 20:00:00,20.9,8.0,6.2,461.8,11.3,1.8,0.02,0.078,1.86
2024-11-07 00:00:00,20.8,8.0,5.9,468.4,10.5,2.2,0.02,0.077,1.81
2024-11-07 04:00:00,20.8,8.0,5.7,426.7,9.8,2.0,0.02,0.068,1.59
2024-11-07 08:00:00,20.7,8.0,5.7,425.8,10.6,2.2,0.02,0.068,1.64
2024-11-07 12:00:00,21.1,8.0,6.2,396.9,12.2,2.2,0.02,0.065,1.6
2024-11-07 16:00:00,21.6,8.0,6.6,344.5,11.1,2.1,0.02,0.065,1.22
2024-11-07 20:00:00,21.1,8.0,6.7,455.4,12.0,2.1,0.02,0.074,1.8
2024-11-07 20:00:00,21.1,8.0,6.7,455.4,12.0,2.1,0.02,0.074,1.8
2024-11-08 04:00:00,20.8,8.0,5.6,471.8,10.1,2.1,0.02,0.079,1.83
2024-11-08 08:00:00,20.9,8.0,5.4,454.6,10.9,2.3,0.02,0.076,1.8
2024-11-08 12:00:00,21.2,8.0,6.3,363.9,9.7,2.2,0.02,0.06,1.38
2024-11-12 16:00:00,20.5,8.0,5.9,368.1,9.6,2.1,0.02,0.059,1.34
2024-11-12 20:00:00,20.3,8.0,5.4,488.8,10.5,2.1,0.02,0.086,1.96
2024-11-12 20:00:00,20.3,8.0,5.4,488.8,10.5,2.4,0.02,0.086,1.96
2024-11-12 20:00:00,20.3,8.0,5.4,488.8,10.5,2.4,0.02,0.086,1.96
2024-11-13 16:00:00,20.3,8.0,5.4,478.9,11.1,1.8,0.02,0.084,1.91
2024-11-13 20:00:00,20.3,8.0,5.2,491.2,10.7,2.6,0.03,0.086,1.95
2024-11-14 04:00:00,20.2,8.0,5.0,502.0,10.0,2.3,0.02,0.09,2.0
2024-11-14 12:00:00,20.4,8.0,5.1,502.7,11.6,2.1,0.02,0.09,2.0
2024-11-14 16:00:00,20.5,8.0,5.1,503.1,9.9,2.4,0.02,0.091,2.01
2024-11-14 20:00:00,20.5,8.0,5.1,502.9,12.8,2.4,0.02,0.091,2.01
2024-11-14 20:00:00,20.5,8.0,5.1,502.9,12.8,2.6,0.02,0.09,2.04
2024-11-15 04:00:00,20.2,8.0,4.9,504.8,11.9,2.4,0.02,0.09,2.06
2024-11-15 08:00:00,20.1,8.0,4.8,506.1,11.8,2.3,0.02,0.089,2.03
2024-11-15 16:00:00,20.5,8.0,5.2,505.3,11.7,2.5,0.02,0.092,1.97
2024-11-15 20:00:00,20.4,8.0,5.1,505.2,11.4,2.4,0.02,0.09,2.05
2024-11-16 04:00:00,20.3,8.0,5.5,505.0,11.5,2.3,0.02,0.089,1.98
2024-11-16 08:00:00,20.3,8.0,4.9,490.8,11.5,2.5,0.02,0.087,2.18
2024-11-16 12:00:00,20.3,8.0,6.6,503.6,11.8,2.4,0.02,0.09,1.99
2024-11-16 16:00:00,20.2,8.0,5.2,496.3,12.8,2.7,0.02,0.089,2.06
2024-11-16 20:00:00,20.0,8.0,5.1,504.9,14.9,2.4,0.02,0.091,2.12
2024-11-16 20:00:00,20.0,8.0,5.1,504.9,14.9,2.7,0.02,0.091,2.12
2024-11-17 04:00:00,19.9,8.0,4.9,501.2,15.0,2.4,0.02,0.09,2.08
2024-11-17 08:00:00,19.7,8.0,5.0,499.0,14.6,2.3,0.02,0.087,2.11
2024-11-17 20:00:00,19.6,8.0,5.3,538.5,14.9,2.6,0.02,0.09,2.27
2024-11-17 20:00:00,19.6,8.0,5.3,538.5,14.9,2.6,0.02,0.09,2.27
2024-11-18 08:00:00,19.1,8.0,5.5,568.2,19.5,2.4,0.03,0.096,2.6
2024-11-18 16:00:00,19.2,8.0,5.6,551.3,19.0,3.1,0.03,0.097,2.49
2024-11-18 20:00:00,19.2,8.0,5.4,548.4,17.1,2.9,0.04,0.093,2.48
2024-11-19 00:00:00,19.2,8.0,5.4,545.7,16.6,3.0,0.04,0.095,2.49
2024-11-19 04:00:00,19.1,8.0,5.4,542.9,17.0,3.0,0.05,0.096,2.55
2024-11-19 20:00:00,18.8,8.0,5.9,534.1,14.6,2.7,0.04,0.095,2.55
2024-11-19 20:00:00,18.8,8.0,5.9,534.1,14.6,2.2,0.05,0.094,2.66
2024-11-20 04:00:00,18.7,8.0,5.9,536.9,16.1,2.6,0.06,0.101,2.69
2024-11-20 16:00:00,18.8,8.0,5.2,538.2,13.4,2.6,0.1,0.109,3.05
2024-11-20 20:00:00,18.7,8.0,4.8,540.4,14.2,2.7,0.06,0.109,3.14
2024-11-21 08:00:00,18.4,8.0,5.3,539.2,15.8,2.8,0.04,0.109,3.06
2024-11-21 12:00:00,18.6,8.0,5.1,536.5,15.1,2.8,0.04,0.109,3.2
2024-11-21 16:00:00,18.3,8.0,5.0,542.8,13.4,2.6,0.04,0.111,3.27
2024-11-21 20:00:00,18.4,8.0,4.8,530.1,13.9,2.6,0.06,0.111,3.28
2024-11-21 20:00:00,18.4,8.0,4.8,530.1,13.9,2.6,0.08,0.111,3.37
2024-11-22 04:00:00,18.2,8.0,4.9,525.1,13.6,2.3,0.1,0.11,3.38
2024-11-22 16:00:00,18.4,8.0,5.2,513.4,13.9,2.6,0.14,0.111,3.11
2024-11-22 20:00:00,18.2,8.0,5.1,511.5,13.4,2.4,0.16,0.105,3.09
2024-11-22 20:00:00,18.2,8.0,5.1,511.5,13.4,2.2,0.14,0.101,3.08
2024-11-23 04:00:00,18.0,8.0,5.1,509.0,12.7,2.3,0.17,0.103,2.96
2024-11-23 08:00:00,18.0,8.0,5.1,508.0,12.3,2.2,0.11,0.097,2.96
2024-11-23 12:00:00,18.0,8.0,5.2,505.5,12.9,2.6,0.14,0.095,2.97
2024-11-23 16:00:00,18.0,8.0,5.3,502.8,12.9,2.2,0.14,0.096,2.92
2024-11-23 20:00:00,17.8,8.0,5.3,499.6,12.7,2.3,0.14,0.098,2.92
2024-11-24 04:00:00,17.5,8.0,5.6,492.2,11.9,2.4,0.14,0.105,2.9
2024-11-24 08:00:00,17.4,8.0,5.7,493.6,12.4,2.7,0.14,0.106,2.93
2024-11-24 12:00:00,17.2,8.0,5.9,496.9,12.8,2.8,0.14,0.112,2.91
2024-11-24 16:00:00,17.2,8.0,6.2,499.9,12.6,2.8,0.17,0.112,2.92
2024-11-24 20:00:00,17.1,8.0,6.2,503.2,12.9,3.0,0.16,0.116,2.89
2024-11-24 20:00:00,17.1,8.0,6.2,503.2,12.9,2.8,0.17,0.122,2.87
2024-11-25 04:00:00,16.8,8.0,6.3,490.3,11.6,3.0,0.16,0.116,2.95
2024-11-25 20:00:00,17.3,8.0,6.5,362.5,11.8,3.2,0.14,0.119,2.9
2024-11-25 20:00:00,17.3,8.0,6.5,362.5,11.8,2.5,0.06,0.074,1.81
2024-11-26 04:00:00,16.9,8.0,6.6,336.1,10.8,2.3,0.04,0.064,1.62
2024-11-26 08:00:00,17.0,8.0,6.6,308.9,11.1,2.2,0.04,0.066,1.7
2024-11-26 12:00:00,16.2,8.0,6.6,499.0,13.1,2.3,0.12,0.056,1.45
2024-11-26 16:00:00,16.4,8.0,6.5,499.2,12.3,3.2,0.12,0.111,2.91
2024-11-26 20:00:00,16.4,8.0,6.5,499.9,11.7,3.1,0.12,0.113,2.91
2024-11-26 20:00:00,16.4,8.0,6.5,499.9,11.7,3.1,0.12,0.113,2.99
2024-11-27 04:00:00,16.0,8.0,6.4,483.3,11.0,2.8,0.09,0.109,2.84
2024-11-27 12:00:00,16.1,8.0,6.6,498.4,12.6,3.1,0.06,0.099,2.63
2024-11-27 16:00:00,16.4,8.0,6.7,497.1,12.8,3.1,0.1,0.12,2.95
2024-11-27 20:00:00,16.1,8.0,6.7,497.0,12.6,3.2,0.1,0.116,3.02
2024-11-27 20:00:00,16.1,8.0,6.7,497.0,12.6,3.1,0.09,0.112,2.94
2024-11-28 04:00:00,15.6,8.0,6.6,479.3,11.6,3.0,0.05,0.117,2.96
2024-11-28 16:00:00,16.1,8.0,6.9,487.1,13.1,3.0,0.06,0.112,2.78
2024-11-28 20:00:00,15.7,8.0,6.8,490.6,13.0,3.0,0.03,0.109,2.8
2024-11-28 20:00:00,15.7,8.0,6.8,490.6,13.0,3.4,0.04,0.105,2.87
2024-11-29 04:00:00,15.2,8.0,6.9,497.6,12.2,2.9,0.03,0.102,2.88
2024-11-29 12:00:00,15.4,8.0,7.2,497.7,12.5,3.0,0.06,0.104,2.86
2024-11-29 16:00:00,15.8,8.0,7.4,490.9,12.8,3.0,0.05,0.102,2.88
2024-11-29 20:00:00,15.6,8.0,7.3,492.5,11.8,3.0,0.05,0.103,2.79
2024-11-29 20:00:00,15.6,8.0,7.3,492.5,11.8,3.0,0.04,0.1,2.86
2024-11-30 12:00:00,15.8,8.0,7.2,485.4,12.1,3.3,0.03,0.098,2.74
2024-11-30 16:00:00,16.1,8.0,7.4,482.1,12.4,3.0,0.02,0.094,2.73
2024-11-30 20:00:00,15.8,8.0,7.3,483.0,13.0,3.4,0.02,0.092,2.63
2024-12-01 04:00:00,15.2,8.0,7.0,483.9,11.6,3.2,0.02,0.09,2.64
2024-12-01 08:00:00,15.0,8.0,7.0,484.5,11.8,3.0,0.03,0.089,2.64
2024-12-01 12:00:00,15.6,8.0,7.3,482.3,13.3,3.3,0.02,0.088,2.64
2024-12-01 16:00:00,16.0,8.0,7.4,479.3,13.0,3.3,0.03,0.095,2.65
2024-12-01 20:00:00,15.6,8.0,7.1,483.4,13.2,3.2,0.03,0.088,2.53
2024-12-02 04:00:00,15.4,8.0,6.8,484.1,11.6,3.1,0.02,0.088,2.65
2024-12-02 20:00:00,15.5,8.0,7.2,487.6,11.4,3.2,0.02,0.085,2.68
2024-12-03 04:00:00,15.6,8.0,7.1,479.0,10.8,3.4,0.02,0.082,2.35
2024-12-03 12:00:00,15.7,8.0,6.7,474.3,11.3,3.0,0.02,0.082,2.4
2024-12-03 16:00:00,15.8,8.0,6.6,473.5,11.4,3.0,0.02,0.077,2.26
2024-12-03 20:00:00,15.7,8.0,6.6,476.1,11.5,3.0,0.02,0.076,2.32
2024-12-03 20:00:00,15.7,8.0,6.6,476.1,11.5,2.9,0.02,0.077,2.27
2024-12-04 04:00:00,15.7,8.0,6.6,481.9,10.9,2.9,0.02,0.078,2.28
2024-12-04 08:00:00,15.7,8.0,6.5,484.5,10.5,3.0,0.02,0.077,2.27
2024-12-04 12:00:00,15.8,8.0,6.5,487.7,12.0,2.9,0.02,0.076,2.3
2024-12-04 20:00:00,15.9,8.0,6.5,493.4,11.9,2.9,0.02,0.077,2.14
2024-12-04 20:00:00,15.9,8.0,6.5,493.4,11.9,2.7,0.02,0.07,2.31
2024-12-05 04:00:00,15.8,8.0,6.6,500.9,10.0,2.7,0.02,0.07,2.31
2024-12-05 08:00:00,15.8,8.0,6.6,502.8,10.2,2.7,0.02,0.07,2.31
2024-12-05 12:00:00,15.9,8.0,6.8,503.8,7.7,2.7,0.02,0.07,2.31
2024-12-05 20:00:00,15.6,8.0,7.0,508.4,11.1,2.7,0.02,0.07,2.31
2024-12-06 04:00:00,15.4,8.0,7.1,509.9,10.6,2.7,0.02,0.07,2.31
2024-12-06 08:00:00,15.4,8.0,7.1,510.6,10.6,2.7,0.02,0.07,2.31
2024-12-06 16:00:00,15.5,8.0,7.2,508.8,10.4,2.7,0.02,0.07,2.31
2024-12-07 16:00:00,15.2,8.0,7.4,511.9,12.2,2.6,0.02,0.06,2.54
2024-12-08 04:00:00,14.9,8.0,7.0,511.8,12.8,2.8,0.02,0.064,2.5
2024-12-09 12:00:00,14.5,8.0,7.5,527.4,12.2,2.7,0.02,0.066,2.78
2024-12-09 20:00:00,14.2,8.0,8.0,531.3,12.7,2.8,0.02,0.068,2.88
2024-12-11 04:00:00,13.3,8.0,7.7,568.9,12.5,3.4,0.05,0.081,3.31
2024-12-14 04:00:00,13.4,8.0,7.2,499.2,10.6,3.1,0.04,0.078,3.04
2024-12-14 16:00:00,13.6,8.0,7.6,492.7,11.3,3.2,0.04,0.082,3.14
2024-12-16 04:00:00,12.3,8.0,7.8,486.3,12.4,3.2,0.04,0.091,3.24
2024-12-18 20:00:00,12.5,8.0,8.2,471.1,11.1,3.0,0.04,0.072,2.85
