监测时间,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
2024-09-24 16:00:00,23.5,8.0,7.6,369.9,58.2,1.8,0.11,0.085,2.32
2024-09-24 20:00:00,23.7,8.0,7.1,398.3,35.5,1.8,0.12,0.093,2.38
2024-09-25 00:00:00,23.3,8.0,7.0,383.5,37.8,1.8,0.1,0.092,2.62
2024-09-25 04:00:00,23.3,8.0,6.7,403.0,34.5,1.7,0.08,0.088,2.4
2024-09-25 08:00:00,23.2,8.0,6.4,405.7,31.3,1.8,0.09,0.092,2.58
2024-09-25 12:00:00,23.9,8.0,7.1,413.6,27.0,2.0,0.09,0.1,2.73
2024-09-25 16:00:00,24.2,8.0,8.0,398.9,37.6,1.8,0.09,0.096,2.78
2024-09-25 20:00:00,24.3,8.0,7.5,411.3,33.1,1.8,0.09,0.097,2.6
2024-09-26 00:00:00,23.7,8.0,7.4,384.3,52.6,1.8,0.09,0.094,2.64
2024-09-26 04:00:00,23.3,8.0,7.5,373.5,53.6,1.6,0.09,0.09,2.24
2024-09-26 08:00:00,22.9,8.0,7.5,359.4,52.2,1.7,0.11,0.088,2.24
2024-09-26 12:00:00,23.6,8.0,8.0,373.1,49.7,1.6,0.15,0.092,2.27
2024-09-27 08:00:00,24.2,8.0,6.7,430.5,25.8,1.7,0.09,0.093,2.64
2024-10-10 04:00:00,20.1,8.0,7.7,436.6,26.9,1.6,0.1,0.092,2.76
2024-10-10 08:00:00,20.2,8.0,7.6,456.5,25.9,1.6,0.11,0.092,2.68
2024-10-10 12:00:00,20.4,8.0,8.2,452.2,18.7,1.8,0.12,0.099,2.78
2024-10-10 16:00:00,21.2,8.0,8.8,450.2,15.5,1.8,0.12,0.1,2.88
2024-10-10 20:00:00,21.2,8.0,8.1,460.7,21.7,1.8,0.14,0.097,2.97
2024-10-10 20:00:00,21.2,8.0,8.1,460.7,21.7,1.7,0.12,0.093,2.97
2024-10-11 04:00:00,20.6,8.0,7.5,444.5,22.9,1.8,0.09,0.091,2.86
2024-10-11 08:00:00,20.5,8.0,7.3,455.9,24.9,1.8,0.12,0.09,2.83
2024-10-11 12:00:00,20.6,8.0,7.7,447.3,16.1,1.9,0.13,0.097,2.87
2024-10-11 16:00:00,20.7,8.0,8.2,438.5,17.1,2.0,0.17,0.097,2.96
2024-10-11 20:00:00,20.7,8.0,7.8,458.0,23.6,1.7,0.12,0.088,2.88
2024-10-12 04:00:00,20.4,8.0,6.7,450.2,29.5,2.0,0.13,0.095,2.95
2024-10-12 08:00:00,20.4,8.0,6.4,446.5,28.7,2.6,0.13,0.123,3.35
2024-10-12 16:00:00,20.9,8.0,7.8,446.5,15.9,2.2,0.13,0.114,3.25
2024-10-12 20:00:00,20.8,8.0,7.5,451.1,18.7,2.1,0.13,0.099,2.94
2024-10-13 00:00:00,20.7,8.0,7.4,456.4,15.9,1.9,0.11,0.094,2.94
2024-10-13 04:00:00,20.6,8.0,7.1,458.2,20.2,2.0,0.16,0.1,3.17
2024-10-13 12:00:00,20.5,8.0,7.7,460.6,16.4,1.9,0.15,0.097,3.04
2024-10-13 16:00:00,21.1,8.0,8.5,452.1,15.0,1.7,0.08,0.092,2.9
2024-10-14 00:00:00,20.7,8.0,7.8,447.4,28.0,1.7,0.05,0.087,2.65
2024-10-14 04:00:00,20.5,8.0,7.6,438.5,21.4,1.6,0.06,0.085,2.55
2024-10-14 12:00:00,21.2,8.0,7.7,463.5,16.2,1.9,0.06,0.107,3.03
2024-10-14 16:00:00,21.3,8.0,8.4,448.0,17.8,1.8,0.08,0.088,3.15
2024-10-21 08:00:00,20.0,8.0,7.3,469.2,17.0,2.1,0.13,0.104,3.08
2024-10-21 12:00:00,20.5,8.0,8.1,476.2,13.9,2.1,0.13,0.108,3.21
2024-10-21 16:00:00,20.8,8.0,8.2,484.8,15.0,2.0,0.12,0.103,3.25
2024-10-21 20:00:00,20.4,8.0,7.5,484.1,31.2,2.1,0.09,0.098,3.02
2024-10-21 20:00:00,20.4,8.0,7.5,484.1,31.2,2.0,0.09,0.098,3.2
2024-10-22 04:00:00,20.2,8.0,7.9,468.3,21.6,1.9,0.06,0.086,3.04
2024-10-22 08:00:00,19.9,8.0,7.7,473.5,18.5,1.9,0.06,0.086,2.88
2024-10-22 12:00:00,20.6,8.0,8.9,477.1,14.6,1.9,0.06,0.085,2.92
2024-10-22 12:00:00,20.6,8.0,8.9,477.1,14.6,1.9,0.06,0.085,2.92
2024-10-22 16:00:00,21.5,8.0,9.3,475.7,13.3,1.9,0.06,0.085,2.96
2024-10-23 04:00:00,20.5,8.0,8.0,479.3,25.2,1.8,0.05,0.082,2.96
2024-10-23 08:00:00,20.0,8.0,7.9,476.7,17.2,1.8,0.07,0.084,3.04
2024-10-23 12:00:00,20.7,8.0,9.0,483.3,16.1,1.8,0.05,0.081,2.98
2024-10-23 16:00:00,22.0,8.0,9.6,495.6,15.3,1.7,0.06,0.085,2.94
2024-10-23 20:00:00,21.0,8.0,8.2,484.9,21.0,1.5,0.05,0.078,2.86
2024-10-23 20:00:00,21.0,8.0,8.2,484.9,21.0,1.5,0.05,0.078,2.86
2024-10-24 04:00:00,20.8,8.0,7.9,496.0,27.9,2.0,0.05,0.083,2.55
2024-10-24 08:00:00,20.5,8.0,7.4,500.4,22.9,1.8,0.07,0.083,3.12
2024-10-24 12:00:00,20.7,8.0,8.4,482.1,14.9,1.8,0.04,0.07,3.18
2024-10-24 16:00:00,21.0,8.0,8.6,492.3,15.4,1.6,0.04,0.073,2.85
2024-10-24 20:00:00,20.8,8.0,7.9,499.9,14.3,1.6,0.05,0.074,2.85
2024-10-24 20:00:00,20.8,8.0,7.9,499.9,14.3,1.6,0.05,0.074,2.85
2024-10-25 04:00:00,20.7,8.0,7.7,510.8,23.7,1.7,0.05,0.08,3.05
2024-10-25 16:00:00,21.3,8.0,9.4,506.3,14.4,1.5,0.05,0.078,3.13
2024-10-25 20:00:00,21.4,8.0,8.3,530.9,13.1,1.6,0.05,0.081,3.33
2024-10-25 20:00:00,21.4,8.0,8.3,530.9,13.1,1.6,0.05,0.081,3.33
2024-10-26 04:00:00,20.7,8.0,7.9,492.6,25.2,1.6,0.05,0.079,3.01
2024-10-26 08:00:00,20.3,8.0,7.7,487.5,18.3,1.7,0.05,0.075,3.01
2024-10-26 12:00:00,19.9,8.0,8.2,444.3,24.2,1.6,0.05,0.063,2.95
2024-10-26 16:00:00,19.7,8.0,8.7,435.6,23.1,1.3,0.03,0.066,2.42
2024-10-26 20:00:00,19.7,8.0,8.4,453.7,22.0,1.6,0.05,0.069,2.67
2024-10-26 20:00:00,19.7,8.0,8.4,453.7,22.0,1.6,0.05,0.069,2.42
2024-10-27 04:00:00,18.6,8.0,8.5,399.4,37.9,1.5,0.04,0.065,2.07
2024-10-27 08:00:00,18.4,8.0,8.3,406.6,34.9,1.7,0.04,0.074,2.17
2024-10-27 12:00:00,19.4,8.0,9.3,437.3,18.8,1.7,0.04,0.069,2.34
2024-10-28 08:00:00,19.1,8.0,8.0,467.6,17.5,1.5,0.04,0.072,2.87
2024-10-28 12:00:00,20.0,8.0,9.4,475.4,10.5,1.6,0.03,0.064,2.84
2024-10-28 16:00:00,21.7,8.0,10.2,498.9,12.8,1.7,0.04,0.071,3.2
2024-10-28 20:00:00,20.8,8.0,8.6,479.3,32.5,1.6,0.04,0.069,3.2
2024-10-29 00:00:00,20.6,8.0,8.0,500.5,38.8,1.8,0.04,0.075,3.09
2024-10-29 04:00:00,20.2,8.0,7.9,487.0,28.5,1.7,0.03,0.071,3.01
2024-10-29 08:00:00,19.9,8.0,7.6,501.0,30.4,1.7,0.04,0.074,3.08
2024-10-29 12:00:00,20.2,8.0,8.3,496.8,13.7,1.7,0.03,0.064,3.04
2024-10-29 16:00:00,20.4,8.0,9.0,507.0,12.9,1.7,0.04,0.064,3.0
2024-10-29 20:00:00,20.3,8.0,8.1,518.6,14.8,1.7,0.05,0.067,3.09
2024-10-30 00:00:00,20.1,8.0,7.7,517.6,15.2,1.8,0.05,0.067,3.05
2024-10-30 04:00:00,20.2,8.0,7.6,540.6,23.2,2.0,0.06,0.073,3.74
2024-10-30 08:00:00,19.7,8.0,7.7,512.2,27.6,2.0,0.06,0.073,3.74
2024-10-30 12:00:00,20.0,8.0,8.6,523.1,12.7,1.7,0.06,0.072,3.74
2024-10-30 16:00:00,20.6,8.0,9.7,533.4,30.3,1.8,0.05,0.071,3.34
2024-10-30 20:00:00,20.8,8.0,8.2,564.4,13.5,1.9,0.05,0.084,3.42
2024-10-30 20:00:00,20.8,8.0,8.2,564.4,13.5,2.1,0.07,0.082,3.75
2024-10-31 04:00:00,20.6,8.0,7.4,579.2,31.3,2.0,0.07,0.082,3.75
2024-10-31 08:00:00,19.9,8.0,7.6,516.8,23.4,2.3,0.08,0.092,4.34
2024-10-31 12:00:00,19.9,8.0,8.0,513.9,16.5,2.0,0.05,0.077,3.15
2024-10-31 16:00:00,20.3,8.0,9.0,527.2,17.0,1.9,0.05,0.082,3.22
2024-10-31 20:00:00,20.2,8.0,8.3,513.6,25.0,1.7,0.05,0.078,3.13
2024-10-31 20:00:00,20.2,8.0,8.3,513.6,25.0,1.7,0.05,0.078,2.9
2024-11-01 04:00:00,19.5,8.0,8.0,443.5,43.3,1.7,0.07,0.08,3.04
2024-11-01 08:00:00,18.9,8.0,8.3,429.4,41.2,1.9,0.07,0.08,2.76
2024-11-01 12:00:00,19.0,8.0,8.8,386.2,43.1,1.7,0.04,0.076,2.16
2024-11-02 04:00:00,19.0,8.0,8.2,410.8,27.5,1.5,0.04,0.068,2.53
2024-11-02 12:00:00,20.1,8.0,9.2,476.9,15.5,1.6,0.05,0.071,2.5
2024-11-02 16:00:00,21.5,8.0,10.0,497.4,11.9,1.7,0.04,0.067,2.95
2024-11-04 12:00:00,19.9,8.0,8.0,506.4,34.4,2.1,0.09,0.088,3.8
2024-11-04 16:00:00,20.2,8.0,8.0,506.4,34.4,2.0,0.12,0.08,3.8
2024-11-04 20:00:00,19.4,8.0,8.7,429.6,37.2,1.9,0.07,0.068,2.13
2024-11-05 00:00:00,18.2,8.0,8.8,387.9,38.5,1.9,0.07,0.068,2.13
2024-11-05 12:00:00,19.0,8.0,9.4,474.7,15.9,1.5,0.05,0.067,1.79
2024-11-05 16:00:00,20.0,8.0,10.1,458.0,13.8,1.6,0.06,0.065,2.62
2024-11-05 20:00:00,19.7,8.0,10.1,474.4,13.9,1.7,0.05,0.065,2.62
2024-11-05 20:00:00,19.7,8.0,10.1,474.4,13.9,1.6,0.05,0.065,2.36
2024-11-06 04:00:00,18.8,8.0,8.6,448.0,32.2,1.8,0.05,0.071,2.58
2024-11-06 08:00:00,18.8,8.0,8.8,448.0,32.2,1.5,0.04,0.068,1.75
2024-11-06 12:00:00,17.9,8.0,9.2,386.2,33.6,1.4,0.03,0.056,1.69
2024-11-06 16:00:00,17.8,8.0,9.3,379.5,30.6,1.4,0.05,0.056,1.58
2024-11-06 20:00:00,18.2,8.0,8.7,432.8,25.0,1.4,0.06,0.06,1.95
2024-11-07 00:00:00,18.7,8.0,8.4,487.1,35.9,1.8,0.08,0.072,2.55
2024-11-07 04:00:00,17.8,8.0,8.9,400.7,36.1,1.5,0.06,0.062,1.92
2024-11-07 08:00:00,17.8,8.0,8.9,396.2,35.1,1.5,0.04,0.063,1.72
2024-11-07 12:00:00,17.9,8.0,9.2,396.1,25.6,1.5,0.04,0.056,1.72
2024-11-07 16:00:00,17.9,8.0,9.2,395.5,23.5,1.5,0.04,0.053,1.83
2024-11-07 20:00:00,17.6,8.0,9.2,375.8,30.9,1.5,0.04,0.052,1.83
2024-11-07 20:00:00,17.6,8.0,9.2,375.8,30.9,1.4,0.04,0.052,1.61
2024-11-08 04:00:00,17.3,8.0,9.1,380.1,48.9,1.4,0.06,0.058,1.62
2024-11-08 08:00:00,17.3,8.0,9.1,377.5,33.8,1.2,0.05,0.059,1.77
2024-11-08 12:00:00,17.4,8.0,9.3,376.2,27.5,1.2,0.04,0.052,1.69
2024-11-12 16:00:00,17.4,8.0,9.2,409.4,17.9,1.4,0.1,0.059,2.0
2024-11-12 20:00:00,17.8,8.0,8.6,454.5,16.6,1.6,0.1,0.071,2.42
2024-11-12 20:00:00,17.8,8.0,8.6,454.5,16.6,1.6,0.1,0.071,2.42
2024-11-12 20:00:00,17.8,8.0,8.6,454.5,16.6,1.6,0.1,0.071,2.42
2024-11-13 16:00:00,19.3,8.0,8.8,520.0,15.8,1.7,0.07,0.083,2.99
2024-11-13 20:00:00,18.5,8.0,8.6,486.0,15.1,1.6,0.06,0.072,2.75
2024-11-14 04:00:00,18.1,8.0,8.7,465.9,21.9,1.5,0.07,0.07,2.31
2024-11-14 12:00:00,17.3,8.0,9.3,392.4,23.3,1.3,0.04,0.056,1.82
2024-11-14 16:00:00,17.5,8.0,9.4,393.9,22.9,1.3,0.05,0.057,1.69
2024-11-14 20:00:00,17.2,8.0,9.2,376.1,50.7,1.3,0.05,0.057,1.75
2024-11-14 20:00:00,17.2,8.0,9.2,376.1,50.7,1.6,0.04,0.065,1.45
2024-11-15 04:00:00,17.7,8.0,8.6,439.3,29.1,1.8,0.07,0.072,1.75
2024-11-15 08:00:00,17.7,8.0,8.6,436.1,27.3,1.6,0.06,0.072,2.19
2024-11-15 16:00:00,18.1,8.0,9.0,453.0,16.9,1.6,0.06,0.065,2.06
2024-11-15 20:00:00,18.4,8.0,8.6,483.0,16.9,1.6,0.06,0.067,2.26
2024-11-16 04:00:00,18.6,8.0,8.1,517.8,20.3,1.6,0.08,0.077,2.73
2024-11-16 08:00:00,18.4,8.0,8.1,512.2,18.5,1.8,0.1,0.082,3.06
2024-11-16 12:00:00,18.0,8.0,8.8,455.0,27.3,1.8,0.05,0.07,2.98
2024-11-16 16:00:00,18.5,8.0,9.1,491.6,20.9,1.6,0.07,0.073,2.21
2024-11-16 20:00:00,18.2,8.0,8.7,500.9,31.0,1.7,0.07,0.075,2.52
2024-11-16 20:00:00,18.2,8.0,8.7,500.9,31.0,1.6,0.07,0.075,2.35
2024-11-17 04:00:00,17.6,8.0,8.7,487.7,26.5,1.8,0.06,0.076,2.58
2024-11-17 08:00:00,17.5,8.0,8.6,497.9,21.3,1.7,0.07,0.083,2.61
2024-11-17 20:00:00,17.6,8.0,8.7,569.4,9.5,1.7,0.09,0.084,3.42
2024-11-17 20:00:00,17.6,8.0,8.7,569.4,9.5,2.0,0.09,0.084,3.29
2024-11-18 08:00:00,16.8,8.0,8.6,580.9,16.0,1.8,0.09,0.09,3.3
2024-11-18 16:00:00,17.2,8.0,9.6,576.5,10.2,2.0,0.08,0.087,3.47
2024-11-18 20:00:00,17.0,8.0,9.0,588.4,11.7,2.0,0.09,0.088,3.47
2024-11-19 00:00:00,16.9,8.0,8.8,594.0,13.4,1.9,0.08,0.083,3.41
2024-11-19 04:00:00,16.9,8.0,8.6,605.4,13.7,1.9,0.08,0.082,3.56
2024-11-19 20:00:00,16.9,8.0,9.0,609.8,14.0,1.9,0.02,0.094,3.19
2024-11-19 20:00:00,16.9,8.0,9.0,609.8,14.0,2.1,0.02,0.096,3.48
2024-11-20 04:00:00,16.5,8.0,8.8,597.5,20.2,2.1,0.02,0.094,3.41
2024-11-20 16:00:00,18.0,8.0,9.9,584.0,13.6,2.0,0.1,0.105,3.78
2024-11-20 20:00:00,17.1,8.0,9.2,565.1,26.4,1.8,0.08,0.09,2.93
2024-11-21 08:00:00,16.6,8.0,8.6,577.2,24.7,2.0,0.09,0.094,2.77
2024-11-21 12:00:00,17.1,8.0,9.5,568.7,17.0,1.9,0.13,0.097,3.02
2024-11-21 16:00:00,18.2,8.0,10.1,560.6,12.8,2.0,0.11,0.091,3.11
2024-11-21 20:00:00,17.6,8.0,9.1,572.7,16.3,1.7,0.08,0.085,2.94
2024-11-21 20:00:00,17.6,8.0,9.1,572.7,16.3,1.9,0.08,0.086,2.89
2024-11-22 04:00:00,17.4,8.0,8.5,596.2,20.8,1.8,0.06,0.079,2.82
2024-11-22 16:00:00,18.0,8.0,9.7,570.7,12.1,1.8,0.09,0.08,3.02
2024-11-22 20:00:00,17.6,8.0,8.7,582.9,16.8,1.9,0.06,0.079,3.07
2024-11-22 20:00:00,17.6,8.0,8.7,582.9,16.8,1.9,0.07,0.082,2.92
2024-11-23 04:00:00,17.4,8.0,8.0,600.8,22.6,2.0,0.09,0.081,2.76
2024-11-23 08:00:00,17.1,8.0,8.1,579.7,24.3,2.1,0.14,0.09,3.12
2024-11-23 12:00:00,17.2,8.0,8.9,573.9,17.1,2.0,0.16,0.093,3.11
2024-11-23 16:00:00,17.3,8.0,9.3,549.1,15.5,2.1,0.14,0.082,3.22
2024-11-23 20:00:00,17.2,8.0,8.5,553.3,25.1,2.0,0.1,0.078,2.68
2024-11-24 04:00:00,17.2,8.0,8.2,574.3,31.1,2.0,0.09,0.08,2.71
2024-11-24 08:00:00,16.8,8.0,8.1,567.6,26.2,2.0,0.13,0.084,2.99
2024-11-24 12:00:00,16.9,8.0,8.3,559.0,19.3,2.2,0.15,0.09,3.07
2024-11-24 16:00:00,17.0,8.0,8.5,569.5,17.9,2.1,0.15,0.086,3.22
2024-11-24 20:00:00,17.2,8.0,8.0,602.5,16.6,2.5,0.17,0.099,3.74
2024-11-24 20:00:00,17.2,8.0,8.0,602.5,16.6,2.1,0.17,0.087,3.26
2024-11-25 04:00:00,16.2,8.0,8.0,568.4,32.5,2.3,0.17,0.092,3.26
2024-11-25 20:00:00,16.5,8.0,9.0,571.9,16.5,2.4,0.17,0.103,3.78
2024-11-25 20:00:00,16.5,8.0,9.0,571.9,16.5,2.4,0.17,0.095,3.42
2024-11-26 04:00:00,16.1,8.0,8.5,585.0,33.9,2.4,0.17,0.092,3.23
2024-11-26 08:00:00,15.8,8.0,8.5,583.6,24.2,2.3,0.17,0.096,3.52
2024-11-26 12:00:00,15.7,8.0,9.2,571.0,18.2,2.4,0.17,0.101,3.82
2024-11-26 16:00:00,15.8,8.0,9.7,569.3,16.6,2.3,0.17,0.09,3.64
2024-11-26 20:00:00,15.5,8.0,9.1,573.6,33.8,2.2,0.17,0.087,3.64
2024-11-26 20:00:00,15.5,8.0,9.1,573.6,33.8,2.1,0.17,0.083,3.07
2024-11-27 04:00:00,15.3,8.0,9.0,572.1,69.2,2.0,0.12,0.079,2.84
2024-11-27 12:00:00,15.5,8.0,10.0,550.5,27.8,2.3,0.15,0.093,2.99
2024-11-27 16:00:00,16.4,8.0,10.7,561.8,20.4,2.3,0.08,0.084,3.16
2024-11-27 20:00:00,16.0,8.0,9.6,568.8,29.6,1.8,0.08,0.08,3.0
2024-11-27 20:00:00,16.0,8.0,9.6,568.8,29.6,2.3,0.06,0.086,3.2
2024-11-28 04:00:00,15.6,8.0,8.9,581.6,29.3,2.0,0.1,0.081,2.86
2024-11-28 16:00:00,15.8,8.0,10.3,543.0,23.4,1.9,0.06,0.084,3.38
2024-11-28 20:00:00,15.6,8.0,9.5,570.4,32.8,1.5,0.05,0.075,2.87
2024-11-28 20:00:00,15.6,8.0,9.5,570.4,32.8,1.9,0.06,0.074,3.01
2024-11-29 04:00:00,15.0,8.0,9.1,580.2,35.8,1.8,0.08,0.073,2.96
2024-11-29 12:00:00,15.2,8.0,10.0,579.2,24.0,2.0,0.16,0.092,3.32
2024-11-29 16:00:00,16.4,8.0,10.9,580.0,18.2,1.9,0.09,0.088,3.36
2024-11-29 20:00:00,15.9,8.0,9.5,592.9,17.2,1.8,0.09,0.088,3.48
2024-11-29 20:00:00,15.9,8.0,9.5,592.9,17.2,1.9,0.11,0.086,3.49
2024-11-30 12:00:00,15.5,8.0,10.0,585.9,22.8,1.9,0.11,0.086,3.32
2024-11-30 16:00:00,16.8,8.0,10.9,587.4,17.6,1.9,0.08,0.084,3.46
2024-11-30 20:00:00,16.7,8.0,9.3,622.7,14.6,1.8,0.08,0.083,3.55
2024-12-01 04:00:00,16.0,8.0,8.5,614.8,36.6,2.0,0.09,0.085,3.05
2024-12-01 08:00:00,15.8,8.0,8.4,618.0,27.1,2.0,0.09,0.084,3.33
2024-12-01 12:00:00,15.8,8.0,9.6,592.7,20.4,2.0,0.1,0.092,3.49
2024-12-01 16:00:00,17.0,8.0,10.6,597.5,15.6,1.9,0.08,0.081,3.26
2024-12-01 20:00:00,16.6,8.0,9.2,603.3,20.8,1.9,0.07,0.084,3.39
2024-12-02 04:00:00,15.8,8.0,8.5,613.8,35.3,2.1,0.08,0.088,3.16
2024-12-02 20:00:00,16.0,8.0,8.9,592.2,27.2,2.0,0.09,0.081,3.36
2024-12-03 04:00:00,15.8,8.0,8.6,592.1,39.3,2.3,0.1,0.09,3.26
2024-12-03 12:00:00,16.1,8.0,9.0,609.2,24.7,2.0,0.11,0.091,3.22
2024-12-03 16:00:00,16.4,8.0,9.9,584.8,26.7,2.0,0.1,0.089,3.57
2024-12-03 20:00:00,16.2,8.0,9.2,589.0,26.8,2.0,0.09,0.084,3.32
2024-12-03 20:00:00,16.2,8.0,9.2,589.0,26.8,1.9,0.08,0.081,3.14
2024-12-04 04:00:00,16.8,8.0,8.2,695.6,49.0,2.2,0.11,0.09,3.23
2024-12-04 08:00:00,16.0,8.0,8.5,613.4,32.3,2.7,0.12,0.108,4.61
2024-12-04 12:00:00,16.0,8.0,8.6,629.5,23.4,1.9,0.12,0.099,3.59
2024-12-04 20:00:00,15.9,8.0,8.9,576.1,38.0,2.2,0.1,0.092,3.3
2024-12-04 20:00:00,15.9,8.0,8.9,576.1,38.0,2.2,0.1,0.092,3.3
2024-12-05 04:00:00,15.9,8.0,8.9,576.4,70.1,2.2,0.1,0.092,3.3
2024-12-05 08:00:00,15.6,8.0,8.4,590.1,24.4,2.2,0.1,0.092,3.3
2024-12-05 12:00:00,15.6,8.0,9.1,591.3,19.8,1.9,0.14,0.08,3.12
2024-12-05 20:00:00,15.9,8.0,9.6,603.5,14.3,1.9,0.1,0.086,3.12
2024-12-06 04:00:00,15.6,8.0,9.0,599.6,35.9,2.1,0.09,0.09,3.6
2024-12-06 08:00:00,15.0,8.0,9.2,531.6,35.9,2.1,0.09,0.09,3.22
2024-12-06 16:00:00,14.5,8.0,9.6,488.8,35.9,2.2,0.11,0.081,1.54
2024-12-07 16:00:00,13.6,8.0,10.2,431.7,52.5,1.8,0.08,0.067,2.0
2024-12-08 04:00:00,13.2,8.0,9.9,438.7,54.7,1.5,0.09,0.066,1.88
2024-12-09 12:00:00,13.2,8.0,9.7,526.0,27.5,1.9,0.09,0.096,3.42
2024-12-09 20:00:00,13.2,8.0,9.6,529.5,27.1,1.9,0.09,0.086,2.64
2024-12-11 04:00:00,12.9,8.0,9.9,460.0,58.4,2.1,0.12,0.074,3.13
2024-12-14 04:00:00,12.1,8.0,10.0,534.1,26.3,1.6,0.12,0.074,3.22
