监测时间,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
2024-09-20 16:00:00,31.5,8.0,5.7,347.4,6.7,4.9,0.03,0.041,0.6
2024-09-20 20:00:00,31.4,8.0,5.7,345.6,4.8,4.9,0.02,0.038,0.6
2024-09-21 00:00:00,30.5,8.0,5.8,347.2,2.8,4.8,0.03,0.036,0.56
2024-09-21 04:00:00,29.8,8.0,4.2,348.1,5.5,4.8,0.02,0.037,0.56
2024-09-21 08:00:00,29.9,8.0,4.3,347.9,6.5,4.4,0.03,0.041,0.57
2024-09-21 12:00:00,32.2,8.0,3.5,348.9,3.5,4.3,0.04,0.04,0.57
2024-09-21 16:00:00,31.9,8.0,6.0,346.6,2.2,4.5,0.04,0.042,0.58
2024-09-21 20:00:00,30.8,8.0,6.8,342.6,2.6,4.8,0.02,0.036,0.54
2024-09-22 00:00:00,30.0,8.0,5.6,351.8,6.2,4.9,0.02,0.034,0.55
2024-09-22 04:00:00,29.8,8.0,4.0,346.0,3.2,4.8,0.02,0.033,0.58
2024-09-22 08:00:00,29.5,8.0,4.1,345.6,6.7,4.7,0.03,0.036,0.53
2024-09-22 12:00:00,32.0,8.0,4.1,348.7,2.2,4.7,0.04,0.042,0.57
2024-09-22 16:00:00,32.0,8.0,4.4,349.6,2.3,4.5,0.04,0.043,0.6
2024-09-22 20:00:00,30.9,8.0,5.9,348.9,3.9,4.5,0.02,0.036,0.52
2024-09-23 00:00:00,30.2,8.0,6.3,347.9,5.6,5.0,0.02,0.04,0.59
2024-09-23 04:00:00,29.8,8.0,4.9,346.3,4.7,4.9,0.02,0.037,0.55
2024-09-23 08:00:00,29.4,8.0,4.3,352.0,37.4,4.6,0.02,0.036,0.58
2024-09-23 12:00:00,31.6,8.0,4.1,348.4,3.0,4.7,0.03,0.038,0.54
2024-09-23 16:00:00,31.8,8.0,5.1,349.0,2.5,4.6,0.03,0.035,0.52
2024-09-23 20:00:00,30.6,8.0,6.9,347.4,6.2,4.5,0.02,0.039,0.51
2024-09-24 00:00:00,29.8,8.0,5.8,345.8,4.8,4.9,0.02,0.035,0.56
2024-09-24 04:00:00,29.5,8.0,4.5,343.4,4.2,4.8,0.02,0.034,0.57
2024-09-24 08:00:00,29.5,8.0,4.1,349.2,3.0,5.3,0.02,0.037,0.51
2024-09-24 12:00:00,32.2,8.0,4.1,347.8,1.7,4.9,0.03,0.036,0.51
2024-09-24 16:00:00,31.5,8.0,5.4,346.8,8.8,4.5,0.02,0.037,0.55
2024-09-24 20:00:00,30.9,8.0,6.5,344.0,11.5,4.6,0.02,0.031,0.53
2024-09-25 00:00:00,30.2,8.0,6.6,344.4,10.4,5.2,0.02,0.034,0.59
2024-09-25 04:00:00,30.0,8.0,4.9,349.7,10.6,5.0,0.02,0.035,0.53
2024-09-25 08:00:00,29.8,8.0,4.2,349.5,10.1,4.9,0.02,0.033,0.53
2024-09-25 12:00:00,31.2,8.0,4.4,349.5,9.4,4.9,0.03,0.037,0.53
2024-09-25 16:00:00,31.2,8.0,7.2,346.2,10.2,4.8,0.02,0.038,0.48
2024-09-25 20:00:00,30.2,8.0,6.2,346.2,9.5,5.2,0.02,0.038,0.63
2024-09-26 00:00:00,29.8,8.0,4.4,346.4,9.6,4.8,0.02,0.034,0.52
2024-09-26 04:00:00,29.4,8.0,4.2,344.2,10.1,4.8,0.03,0.036,0.53
2024-09-26 08:00:00,29.5,8.0,3.8,349.0,10.2,4.7,0.04,0.036,0.54
2024-09-26 12:00:00,31.5,8.0,4.5,350.7,9.0,4.7,0.03,0.041,0.55
2024-09-27 08:00:00,29.5,8.0,4.3,347.9,9.7,5.1,0.02,0.035,0.52
2024-09-27 12:00:00,31.6,8.0,4.8,348.5,9.0,4.6,0.02,0.039,0.53
2024-09-27 16:00:00,31.8,8.0,7.0,344.0,9.4,5.1,0.02,0.035,0.52
2024-10-10 04:00:00,22.8,8.0,7.9,349.6,16.6,4.9,0.03,0.068,0.53
2024-10-10 08:00:00,22.6,8.0,7.1,350.5,15.3,4.8,0.03,0.062,0.49
2024-10-10 12:00:00,22.9,8.0,6.7,344.8,14.0,4.7,0.04,0.067,0.53
2024-10-10 16:00:00,23.1,8.0,7.5,347.4,11.5,5.0,0.03,0.069,0.64
2024-10-10 20:00:00,22.8,8.0,6.4,346.9,12.3,5.0,0.03,0.062,0.61
2024-10-10 20:00:00,22.8,8.0,6.4,346.9,12.3,5.0,0.04,0.054,0.55
2024-10-11 04:00:00,22.4,8.0,5.6,344.5,12.1,4.7,0.03,0.058,0.61
2024-10-11 04:00:00,22.4,8.0,5.6,344.5,12.1,4.7,0.03,0.058,0.61
2024-10-11 12:00:00,22.1,8.0,4.2,352.7,11.3,4.8,0.03,0.058,0.61
2024-10-11 16:00:00,22.1,8.0,4.8,348.0,10.7,4.8,0.05,0.06,0.57
2024-10-11 20:00:00,22.0,8.0,4.4,353.4,11.2,5.3,0.05,0.058,0.59
2024-10-12 04:00:00,21.8,8.0,4.0,352.7,11.7,5.0,0.06,0.059,0.56
2024-10-12 08:00:00,21.8,8.0,4.7,345.4,12.0,5.2,0.07,0.06,0.59
2024-10-12 16:00:00,22.4,8.0,5.2,348.1,10.8,5.5,0.06,0.063,0.59
2024-10-12 20:00:00,22.0,8.0,4.9,353.6,10.1,5.4,0.06,0.058,0.61
2024-10-13 00:00:00,21.8,8.0,5.0,350.6,13.2,5.2,0.05,0.065,0.66
2024-10-13 04:00:00,21.6,8.0,5.0,352.1,13.2,4.9,0.06,0.064,0.64
2024-10-13 12:00:00,23.0,8.0,5.6,352.4,14.2,5.2,0.04,0.066,0.67
2024-10-13 16:00:00,23.1,8.0,6.0,356.8,15.4,5.4,0.04,0.057,0.72
2024-10-14 00:00:00,22.4,8.0,6.7,357.0,12.1,5.2,0.03,0.05,0.7
2024-10-14 04:00:00,22.1,8.0,6.2,345.4,12.9,5.4,0.03,0.048,0.74
2024-10-14 12:00:00,24.2,8.0,5.6,363.0,12.0,5.3,0.03,0.052,0.77
2024-10-14 16:00:00,24.6,8.0,6.2,380.7,12.7,5.5,0.04,0.055,0.96
2024-10-21 08:00:00,21.4,8.0,5.0,458.7,12.1,5.9,0.08,0.051,2.37
2024-10-21 12:00:00,21.9,8.0,5.2,454.2,10.8,5.6,0.08,0.047,2.41
2024-10-21 16:00:00,22.1,8.0,5.6,452.4,12.8,5.8,0.08,0.052,2.39
2024-10-21 20:00:00,21.9,8.0,5.4,468.4,16.1,5.9,0.08,0.058,2.49
2024-10-21 20:00:00,21.9,8.0,5.4,468.4,16.1,5.9,0.08,0.058,2.49
2024-10-21 20:00:00,21.9,8.0,5.4,468.4,16.1,5.9,0.08,0.058,2.49
2024-10-22 16:00:00,22.4,8.0,5.2,493.6,15.3,5.9,0.08,0.058,2.49
2024-10-23 04:00:00,20.6,8.0,4.5,523.8,18.2,6.1,0.05,0.062,2.99
2024-10-23 08:00:00,20.6,8.0,4.6,498.6,17.3,5.9,0.06,0.064,3.13
2024-10-23 12:00:00,22.8,8.0,5.1,511.7,17.4,5.8,0.07,0.07,3.35
2024-10-23 16:00:00,23.1,8.0,5.6,520.6,16.9,6.0,0.1,0.077,3.73
2024-10-23 20:00:00,22.5,8.0,5.5,526.6,17.3,6.0,0.12,0.078,4.01
2024-10-23 20:00:00,22.5,8.0,5.5,526.6,17.3,6.3,0.13,0.078,4.08
2024-10-24 04:00:00,21.6,8.0,5.2,528.3,16.7,5.5,0.11,0.075,4.12
2024-10-24 08:00:00,21.5,8.0,5.2,534.7,17.1,6.0,0.14,0.078,4.18
2024-10-24 12:00:00,22.0,8.0,5.3,529.3,15.6,5.9,0.14,0.084,4.3
2024-10-24 16:00:00,22.1,8.0,5.7,523.2,15.5,5.9,0.17,0.088,4.26
2024-10-24 20:00:00,21.6,8.0,5.5,542.4,19.8,6.1,0.16,0.082,4.2
2024-10-24 20:00:00,21.6,8.0,5.5,542.4,19.8,6.2,0.17,0.095,3.91
2024-10-25 04:00:00,21.4,8.0,4.7,527.0,16.3,6.1,0.16,0.085,4.07
2024-10-25 16:00:00,23.1,8.0,6.2,503.4,15.8,6.0,0.14,0.086,3.66
2024-10-25 20:00:00,22.6,8.0,6.1,519.5,14.7,6.0,0.11,0.084,3.57
2024-10-25 20:00:00,22.6,8.0,6.1,519.5,14.7,5.9,0.1,0.077,3.61
2024-10-26 04:00:00,22.1,8.0,6.5,528.0,16.8,5.6,0.1,0.077,3.52
2024-10-26 08:00:00,21.8,8.0,5.3,515.7,16.9,5.8,0.1,0.076,3.53
2024-10-26 12:00:00,22.1,8.0,6.3,503.8,14.3,5.7,0.1,0.08,3.42
2024-10-26 16:00:00,21.8,8.0,5.8,526.2,15.9,6.1,0.07,0.086,3.54
2024-10-26 20:00:00,21.4,8.0,5.6,515.2,15.5,4.8,0.09,0.079,3.25
2024-10-26 20:00:00,21.4,8.0,5.6,515.2,15.5,5.8,0.08,0.082,3.21
2024-10-27 04:00:00,20.9,8.0,5.1,523.4,15.6,4.8,0.08,0.077,3.26
2024-10-27 08:00:00,20.8,8.0,4.8,514.2,15.3,4.8,0.09,0.078,3.29
2024-10-27 12:00:00,22.8,8.0,5.9,531.2,16.3,4.9,0.08,0.08,3.29
2024-10-28 08:00:00,20.4,8.0,5.8,515.5,15.5,4.5,0.05,0.079,2.84
2024-10-28 12:00:00,22.8,8.0,6.5,511.9,15.9,4.5,0.04,0.08,2.64
2024-10-28 16:00:00,22.8,8.0,6.9,510.3,14.6,4.5,0.03,0.074,2.59
2024-10-28 20:00:00,22.2,8.0,7.5,515.8,14.5,3.9,0.03,0.071,2.66
2024-10-29 00:00:00,21.8,8.0,7.6,512.6,13.3,4.4,0.03,0.068,2.6
2024-10-29 04:00:00,21.4,8.0,7.3,509.8,21.1,3.8,0.04,0.073,2.57
2024-10-29 08:00:00,21.0,8.0,6.9,521.8,16.1,3.9,0.03,0.071,2.6
2024-10-29 12:00:00,21.9,8.0,6.6,515.7,13.7,4.2,0.03,0.069,2.62
2024-10-29 16:00:00,22.2,8.0,6.8,517.1,12.5,4.2,0.03,0.065,2.61
2024-10-29 20:00:00,21.9,8.0,8.4,508.8,12.7,4.5,0.03,0.057,2.52
2024-10-30 00:00:00,21.5,8.0,8.0,524.3,12.8,4.2,0.03,0.059,2.51
2024-10-30 04:00:00,21.2,8.0,7.0,505.4,15.2,4.2,0.04,0.066,2.45
2024-10-30 08:00:00,20.9,8.0,7.1,517.9,13.7,4.2,0.04,0.066,2.45
2024-10-30 12:00:00,21.6,8.0,7.1,512.8,12.4,4.2,0.04,0.067,2.4
2024-10-30 16:00:00,21.9,8.0,7.5,522.7,12.1,4.6,0.04,0.066,2.58
2024-10-30 20:00:00,21.5,8.0,7.8,507.8,10.7,4.5,0.04,0.065,2.57
2024-10-30 20:00:00,21.5,8.0,7.8,507.8,10.7,4.5,0.04,0.062,2.56
2024-10-31 04:00:00,21.0,8.0,6.0,533.6,12.5,4.1,0.05,0.061,2.5
2024-10-31 08:00:00,20.9,8.0,5.6,515.4,14.7,4.3,0.04,0.062,2.47
2024-10-31 12:00:00,21.0,8.0,5.5,505.4,12.2,3.9,0.04,0.065,2.51
2024-10-31 16:00:00,21.1,8.0,5.7,521.4,12.2,4.5,0.04,0.065,2.48
2024-10-31 20:00:00,20.9,8.0,5.0,523.8,12.0,4.4,0.04,0.065,2.57
2024-10-31 20:00:00,20.9,8.0,5.0,523.8,12.0,4.3,0.04,0.069,2.55
2024-11-01 04:00:00,20.6,8.0,4.9,519.0,12.5,4.3,0.04,0.066,2.57
2024-11-01 08:00:00,20.5,8.0,4.5,523.7,12.9,3.3,0.03,0.067,2.58
2024-11-01 12:00:00,21.0,8.0,4.8,519.8,11.5,3.3,0.04,0.066,2.58
2024-11-02 04:00:00,20.2,8.0,5.5,525.4,14.5,5.3,0.06,0.071,2.18
2024-11-02 12:00:00,21.9,8.0,5.7,538.7,15.5,4.8,0.05,0.066,2.26
2024-11-02 16:00:00,22.2,8.0,6.2,548.3,14.1,5.2,0.04,0.067,2.04
2024-11-04 12:00:00,20.8,8.0,6.1,555.7,12.2,5.1,0.04,0.067,2.02
2024-11-04 16:00:00,21.2,8.0,6.2,544.3,11.2,5.1,0.05,0.053,2.05
2024-11-04 20:00:00,20.6,8.0,6.1,548.8,11.8,5.3,0.05,0.053,2.05
2024-11-05 00:00:00,20.4,8.0,5.9,557.6,11.3,5.3,0.05,0.053,2.05
2024-11-05 12:00:00,20.9,8.0,5.4,546.9,10.2,4.8,0.04,0.059,2.06
2024-11-05 16:00:00,21.2,8.0,5.8,546.4,11.4,4.8,0.04,0.062,2.08
2024-11-05 20:00:00,20.8,8.0,6.5,553.6,9.9,4.7,0.04,0.062,2.07
2024-11-05 20:00:00,20.8,8.0,6.5,553.6,9.9,4.8,0.03,0.061,2.05
2024-11-06 04:00:00,20.5,8.0,6.5,547.8,11.2,4.6,0.03,0.054,2.04
2024-11-06 08:00:00,20.4,8.0,5.7,541.4,14.7,4.8,0.04,0.053,2.01
2024-11-06 12:00:00,20.4,8.0,5.5,549.3,10.6,4.8,0.04,0.059,2.05
2024-11-06 16:00:00,20.4,8.0,5.5,523.8,11.5,4.8,0.05,0.062,2.06
2024-11-06 20:00:00,20.2,8.0,5.2,561.4,10.9,4.8,0.05,0.062,2.02
2024-11-07 00:00:00,20.0,8.0,5.1,557.0,12.2,4.7,0.04,0.06,2.04
2024-11-07 04:00:00,19.9,8.0,5.0,545.3,11.2,4.9,0.04,0.058,2.0
2024-11-07 08:00:00,20.0,8.0,4.9,540.5,11.7,4.9,0.04,0.058,2.0
2024-11-07 12:00:00,20.1,8.0,5.1,556.8,11.4,4.9,0.04,0.058,2.0
2024-11-07 16:00:00,20.4,8.0,5.4,553.9,11.0,4.6,0.04,0.06,1.97
2024-11-07 20:00:00,20.1,8.0,5.0,549.1,10.4,4.8,0.04,0.061,1.98
2024-11-07 20:00:00,20.1,8.0,5.0,549.1,10.4,4.7,0.04,0.054,1.95
2024-11-08 04:00:00,19.9,8.0,4.8,548.0,12.5,4.8,0.04,0.058,1.98
2024-11-08 08:00:00,19.8,8.0,5.4,560.6,12.5,4.6,0.04,0.056,1.94
2024-11-08 12:00:00,20.1,8.0,5.4,532.8,12.7,4.6,0.05,0.056,1.9
2024-11-12 16:00:00,19.8,8.0,5.7,536.3,11.8,4.7,0.04,0.053,1.75
2024-11-12 20:00:00,19.5,8.0,5.7,540.5,10.0,4.8,0.03,0.05,1.76
2024-11-12 20:00:00,19.5,8.0,5.7,540.5,10.0,4.6,0.04,0.049,1.75
2024-11-12 20:00:00,19.5,8.0,5.7,540.5,10.0,4.6,0.04,0.049,1.75
2024-11-13 16:00:00,20.1,8.0,5.8,550.4,11.0,4.8,0.04,0.048,1.71
2024-11-13 20:00:00,19.9,8.0,6.3,551.8,10.1,4.7,0.05,0.046,1.63
2024-11-14 04:00:00,19.5,8.0,6.3,554.6,11.9,4.8,0.04,0.046,1.67
2024-11-14 12:00:00,20.9,8.0,5.6,566.1,10.9,4.5,0.05,0.05,1.67
2024-11-14 16:00:00,20.9,8.0,6.1,559.5,10.4,4.6,0.04,0.05,1.67
2024-11-14 16:00:00,20.9,8.0,6.1,559.5,10.4,4.6,0.04,0.05,1.67
2024-11-14 20:00:00,20.4,8.0,7.1,557.9,10.6,4.6,0.03,0.047,1.58
2024-11-15 04:00:00,19.9,8.0,6.8,566.2,11.2,4.6,0.04,0.045,1.61
2024-11-15 08:00:00,19.8,8.0,6.8,555.7,11.0,4.5,0.04,0.051,1.62
2024-11-15 16:00:00,20.6,8.0,6.2,560.2,10.9,4.5,0.04,0.049,1.54
2024-11-15 20:00:00,20.2,8.0,6.9,556.6,10.3,4.5,0.04,0.048,1.55
2024-11-16 04:00:00,19.9,8.0,5.8,555.8,14.6,4.5,0.03,0.05,1.5
2024-11-16 08:00:00,19.6,8.0,5.8,558.1,11.5,4.6,0.04,0.058,1.52
2024-11-16 12:00:00,19.5,8.0,5.5,547.8,12.7,4.4,0.03,0.047,1.56
2024-11-16 16:00:00,19.6,8.0,7.4,552.5,12.0,4.6,0.04,0.05,1.48
2024-11-16 20:00:00,19.4,8.0,7.2,557.8,11.8,4.5,0.03,0.052,1.41
2024-11-16 20:00:00,19.4,8.0,7.2,557.8,11.8,4.6,0.04,0.05,1.47
2024-11-17 04:00:00,18.9,8.0,4.7,564.3,11.1,4.8,0.04,0.051,1.48
2024-11-17 08:00:00,18.6,8.0,5.2,537.6,12.9,4.6,0.03,0.052,1.56
2024-11-17 20:00:00,18.2,8.0,5.9,565.9,10.7,3.6,0.03,0.048,1.6
2024-11-17 20:00:00,18.2,8.0,5.9,565.9,10.7,4.7,0.03,0.048,1.53
2024-11-18 16:00:00,17.9,8.0,5.8,559.8,13.9,4.6,0.03,0.048,1.54
2024-11-18 20:00:00,17.8,8.0,5.9,567.0,10.2,4.8,0.03,0.046,1.34
2024-11-19 00:00:00,17.4,8.0,6.3,558.2,12.1,4.6,0.04,0.048,1.25
2024-11-19 04:00:00,17.4,8.0,6.4,554.1,11.8,4.6,0.04,0.048,1.25
2024-11-19 20:00:00,17.2,8.0,6.1,556.8,15.9,4.7,0.03,0.047,1.59
2024-11-19 20:00:00,17.2,8.0,6.1,556.8,15.9,4.9,0.03,0.049,1.57
2024-11-20 00:00:00,17.1,8.0,6.0,548.2,13.0,4.5,0.03,0.049,1.55
2024-11-20 16:00:00,17.4,8.0,6.5,559.8,9.9,6.1,0.03,0.049,1.56
2024-11-20 20:00:00,17.0,8.0,6.9,556.8,12.5,6.1,0.03,0.049,1.53
2024-11-21 08:00:00,16.6,8.0,6.3,558.4,12.0,4.3,0.04,0.051,1.57
2024-11-21 12:00:00,17.1,8.0,6.3,559.8,15.3,4.3,0.03,0.049,1.64
2024-11-21 16:00:00,17.2,8.0,6.3,537.3,9.7,4.3,0.03,0.055,1.53
2024-11-21 20:00:00,16.9,8.0,8.3,559.0,18.2,4.2,0.03,0.049,1.64
2024-11-21 20:00:00,16.9,8.0,8.3,559.0,18.2,4.2,0.03,0.055,1.54
2024-11-22 04:00:00,16.5,8.0,6.9,553.9,14.8,4.4,0.04,0.06,1.46
2024-11-22 16:00:00,17.8,8.0,8.1,559.5,19.2,4.2,0.03,0.055,1.64
2024-11-22 20:00:00,17.4,8.0,8.4,563.5,12.2,4.3,0.03,0.055,1.44
2024-11-22 20:00:00,17.4,8.0,8.4,563.5,12.2,4.3,0.03,0.053,1.47
2024-11-23 04:00:00,16.8,8.0,7.2,550.9,11.6,4.2,0.03,0.054,1.56
2024-11-23 08:00:00,16.6,8.0,6.5,560.0,12.5,4.2,0.03,0.054,1.59
2024-11-23 12:00:00,16.8,8.0,6.6,565.0,14.8,4.3,0.03,0.051,1.59
2024-11-23 16:00:00,16.8,8.0,6.5,554.6,10.9,4.2,0.03,0.052,1.61
2024-11-23 20:00:00,16.6,8.0,6.3,570.4,10.5,4.2,0.02,0.054,1.5
2024-11-24 04:00:00,16.4,8.0,6.4,563.4,15.4,4.3,0.04,0.052,1.58
2024-11-24 08:00:00,16.2,8.0,6.3,560.0,12.7,4.2,0.03,0.054,1.57
2024-11-24 12:00:00,16.4,8.0,6.4,556.8,14.0,4.1,0.03,0.052,1.61
2024-11-24 16:00:00,16.2,8.0,6.4,552.6,13.3,4.2,0.02,0.052,1.55
2024-11-24 20:00:00,16.1,8.0,6.2,565.4,10.6,4.2,0.03,0.056,1.5
2024-11-24 20:00:00,16.1,8.0,6.2,565.4,10.6,4.2,0.02,0.051,1.51
2024-11-25 04:00:00,15.4,8.0,6.6,561.1,12.5,4.1,0.03,0.051,1.56
2024-11-25 20:00:00,15.6,8.0,6.4,570.1,10.9,4.2,0.03,0.05,1.53
2024-11-25 20:00:00,15.6,8.0,6.4,570.1,10.9,4.4,0.03,0.055,1.48
2024-11-26 04:00:00,15.2,8.0,6.8,566.6,13.1,4.5,0.03,0.05,1.59
2024-11-26 08:00:00,15.1,8.0,7.1,577.1,11.3,4.5,0.03,0.056,1.53
2024-11-26 12:00:00,15.1,8.0,7.1,587.4,11.7,4.4,0.02,0.054,1.72
2024-11-26 16:00:00,14.8,8.0,7.2,580.3,11.2,4.4,0.03,0.048,1.68
2024-11-26 20:00:00,14.8,8.0,6.6,575.2,13.5,4.4,0.03,0.054,1.64
2024-11-26 20:00:00,14.8,8.0,6.6,575.2,13.5,4.4,0.03,0.055,1.57
2024-11-27 04:00:00,14.6,8.0,6.4,583.0,14.1,4.5,0.03,0.055,1.58
2024-11-27 12:00:00,15.4,8.0,6.9,583.2,13.5,4.5,0.03,0.054,1.55
2024-11-27 16:00:00,15.8,8.0,7.3,578.2,10.8,4.5,0.03,0.054,1.67
2024-11-27 20:00:00,15.1,8.0,10.0,601.3,12.9,4.6,0.03,0.051,1.46
2024-11-27 20:00:00,15.1,8.0,10.0,601.3,12.9,4.5,0.03,0.054,1.6
2024-11-28 04:00:00,14.4,8.0,8.2,588.3,12.3,4.5,0.03,0.05,1.62
2024-11-28 08:00:00,14.0,8.0,7.2,584.3,12.6,4.5,0.03,0.053,1.59
2024-11-28 20:00:00,14.9,8.0,11.0,595.8,14.6,4.5,0.03,0.053,1.59
2024-11-28 20:00:00,14.9,8.0,11.0,595.8,14.6,4.6,0.02,0.052,1.69
2024-11-29 04:00:00,14.1,8.0,8.8,588.0,12.0,4.6,0.03,0.05,1.65
2024-11-29 12:00:00,14.4,8.0,7.6,590.2,10.8,4.4,0.03,0.044,1.62
2024-11-29 16:00:00,14.9,8.0,7.3,599.5,10.8,4.4,0.03,0.047,1.76
2024-11-29 20:00:00,14.3,8.0,7.9,593.8,10.6,4.3,0.02,0.051,1.64
2024-11-29 20:00:00,14.3,8.0,7.9,593.8,10.6,4.4,0.02,0.043,1.61
2024-11-30 08:00:00,13.8,8.0,8.3,596.0,10.7,4.5,0.02,0.042,1.66
2024-11-30 16:00:00,16.1,8.0,8.7,625.4,10.2,4.5,0.02,0.042,1.66
2024-11-30 20:00:00,15.1,8.0,10.6,621.8,12.3,4.4,0.03,0.042,1.58
2024-12-01 04:00:00,14.6,8.0,10.5,615.8,13.2,4.6,0.03,0.045,1.64
2024-12-01 08:00:00,14.4,8.0,9.8,615.7,11.9,4.6,0.03,0.052,1.68
2024-12-01 12:00:00,15.2,8.0,9.3,604.6,11.9,4.4,0.03,0.049,1.68
2024-12-01 16:00:00,16.0,8.0,9.4,598.2,10.6,4.4,0.03,0.049,1.57
2024-12-01 20:00:00,14.7,8.0,9.7,601.4,10.1,4.3,0.03,0.051,1.53
2024-12-02 04:00:00,14.2,8.0,8.9,594.2,9.9,4.5,0.02,0.041,1.63
2024-12-02 20:00:00,14.5,8.0,8.5,596.2,10.2,4.5,0.03,0.045,1.6
2024-12-03 04:00:00,14.3,8.0,8.5,597.3,10.4,4.5,0.02,0.043,1.59
2024-12-03 12:00:00,14.6,8.0,8.0,596.0,9.4,4.5,0.02,0.042,1.65
2024-12-03 16:00:00,15.1,8.0,8.2,597.4,9.7,4.5,0.02,0.043,1.54
2024-12-03 20:00:00,14.6,8.0,8.2,596.8,9.2,4.4,0.02,0.043,1.66
2024-12-03 20:00:00,14.6,8.0,8.2,596.8,9.2,4.5,0.02,0.045,1.57
2024-12-04 04:00:00,14.3,8.0,8.0,599.8,9.2,4.5,0.02,0.044,1.56
2024-12-04 08:00:00,14.2,8.0,8.0,601.6,9.5,4.5,0.02,0.044,1.61
2024-12-04 12:00:00,14.3,8.0,7.8,601.3,9.3,4.4,0.02,0.04,1.67
2024-12-04 20:00:00,14.1,8.0,7.7,605.6,9.5,4.5,0.02,0.04,1.6
2024-12-04 20:00:00,14.1,8.0,7.7,605.6,9.5,4.5,0.02,0.047,1.57
2024-12-05 04:00:00,14.1,8.0,7.7,613.6,10.4,4.6,0.03,0.047,1.64
2024-12-05 08:00:00,14.0,8.0,7.7,606.9,9.7,4.5,0.03,0.047,1.55
2024-12-05 12:00:00,14.2,8.0,7.6,599.5,10.6,4.5,0.03,0.047,1.63
2024-12-05 20:00:00,13.9,8.0,7.8,596.0,9.8,4.5,0.03,0.04,1.63
2024-12-06 04:00:00,13.8,8.0,7.6,605.0,9.7,4.6,0.03,0.038,1.71
2024-12-06 08:00:00,13.7,8.0,7.6,614.1,9.3,4.5,0.03,0.04,1.7
2024-12-06 16:00:00,13.8,8.0,8.1,603.0,11.5,4.4,0.03,0.037,1.56
2024-12-07 16:00:00,13.4,8.0,7.5,614.7,10.8,4.5,0.04,0.042,1.64
2024-12-08 04:00:00,13.1,8.0,7.5,613.4,10.8,4.4,0.04,0.046,1.63
2024-12-09 12:00:00,13.0,8.0,7.0,613.4,9.9,4.4,0.04,0.041,1.56
2024-12-09 20:00:00,12.6,8.0,7.0,609.6,9.8,4.4,0.04,0.042,1.65
2024-12-11 04:00:00,12.4,8.0,7.4,615.4,14.9,4.4,0.05,0.045,1.59
2024-12-14 04:00:00,11.3,8.0,7.8,619.7,13.0,4.5,0.05,0.061,1.48
2024-12-14 16:00:00,12.0,8.0,8.5,612.2,12.4,4.0,0.05,0.061,1.61
2024-12-16 04:00:00,10.2,8.0,10.3,623.7,13.3,4.9,0.03,0.047,1.56
